datetime,holiday,temp,humidity,windspeed,pressure,count
2011-01-03 05:00:00,0,6.56,47,19.0012,1003.9868475693235,3
2011-01-03 06:00:00,0,5.74,50,26.0027,1002.8803190016697,30
2011-01-03 07:00:00,0,5.74,50,12.998,1005.7919191734495,64
2011-01-03 08:00:00,0,5.74,50,19.0012,1004.8296571073464,154
2011-01-03 09:00:00,0,6.56,43,26.0027,1003.8472077411034,88
2011-01-03 10:00:00,0,7.38,43,16.9979,1005.6172790016697,44
2011-01-03 11:00:00,0,8.2,40,22.0028,1004.6331877411033,51
2011-01-03 12:00:00,0,9.02,35,19.9995,1005.0519971073463,61
2011-01-03 13:00:00,0,9.84,35,19.0012,1004.9312791734494,61
2011-01-03 14:00:00,0,10.66,30,19.0012,1004.7886190016696,77
2011-01-03 15:00:00,0,10.66,30,16.9979,1004.8275075693234,72
2011-01-03 16:00:00,0,10.66,30,16.9979,1004.4392790016697,76
2011-01-03 17:00:00,0,9.84,30,15.0013,1008.5323704340159,157
2011-01-03 18:00:00,0,9.84,32,7.0015,1009.6705590016696,157
2011-01-03 19:00:00,0,8.2,47,0.0,1006.1741988298899,110
2011-01-03 20:00:00,0,8.2,47,7.0015,1004.5355208959929,52
2011-01-03 21:00:00,0,7.38,64,8.9981,1003.218350262236,52
2011-01-03 22:00:00,0,5.74,69,8.9981,1003.0812390016697,20
2011-01-03 23:00:00,0,7.38,55,7.0015,1004.067670262236,12
2011-01-04 00:00:00,0,6.56,55,7.0015,1004.3510691747304,5
2011-01-04 01:00:00,0,6.56,59,7.0015,1004.3894471086272,2
2011-01-04 02:00:00,0,5.74,63,8.9981,1004.1827872804071,1
2011-01-04 04:00:00,0,5.74,63,6.0032,1005.531767280407,2
2011-01-04 05:00:00,0,4.92,68,7.0015,1005.5523358480608,4
2011-01-04 06:00:00,0,4.92,74,7.0015,1014.614107280407,36
2011-01-04 07:00:00,0,4.92,74,8.9981,1005.5254474521868,94
2011-01-04 08:00:00,0,5.74,69,11.0014,1005.5311653860837,179
2011-01-04 09:00:00,0,6.56,64,15.0013,1005.0490360198406,100
2011-01-04 10:00:00,0,6.56,69,22.0028,1003.449847280407,42
2011-01-04 11:00:00,0,9.02,51,19.9995,1011.4533960198406,57
2011-01-04 12:00:00,0,9.02,51,11.0014,1006.1031653860837,78
2011-01-04 13:00:00,0,9.84,56,12.998,1005.1334674521868,97
2011-01-04 14:00:00,0,10.66,52,15.0013,1004.5401472804069,63
2011-01-04 15:00:00,0,11.48,52,16.9979,1003.6970558480607,65
2011-01-04 16:00:00,0,12.3,49,16.9979,1003.3768272804069,83
2011-01-04 17:00:00,0,11.48,48,15.0013,1007.5199187127532,212
2011-01-04 18:00:00,0,10.66,48,12.998,1003.640807280407,182
2011-01-04 19:00:00,0,9.84,48,7.0015,1004.6114471086272,112
2011-01-04 20:00:00,0,9.84,48,7.0015,1004.3730691747303,54
2011-01-04 21:00:00,0,9.02,64,0.0,1004.9055185409733,48
2011-01-04 22:00:00,0,9.02,64,6.0032,1003.6537672804069,35
2011-01-04 23:00:00,0,8.2,69,6.0032,1003.5368785409732,11
2011-01-05 00:00:00,0,8.2,64,0.0,1005.1888562905356,6
2011-01-05 01:00:00,0,6.56,74,6.0032,1003.8905942244326,6
2011-01-05 02:00:00,0,6.56,74,6.0032,1004.2012543962123,2
2011-01-05 04:00:00,0,9.84,48,15.0013,1008.1236343962123,2
2011-01-05 05:00:00,0,9.02,47,11.0014,1005.443842963866,3
2011-01-05 06:00:00,0,8.2,47,15.0013,1005.0876343962123,33
2011-01-05 07:00:00,0,7.38,43,12.998,1006.0809545679921,88
2011-01-05 08:00:00,0,8.2,40,19.9995,1004.987032501889,195
2011-01-05 09:00:00,0,9.02,37,22.0028,1008.8042231356459,115
2011-01-05 10:00:00,0,9.02,37,22.0028,1004.8553343962122,57
2011-01-05 11:00:00,0,10.66,33,22.0028,1004.8402231356459,46
2011-01-05 12:00:00,0,10.66,33,22.0028,1004.690372501889,79
2011-01-05 13:00:00,0,11.48,30,19.9995,1004.9206545679921,71
2011-01-05 14:00:00,0,12.3,28,12.998,1006.0282943962123,62
2011-01-05 15:00:00,0,12.3,28,12.998,1005.6665229638661,62
2011-01-05 16:00:00,0,12.3,28,6.0032,1006.6772543962123,89
2011-01-05 17:00:00,0,9.84,38,12.998,1004.6360658285586,190
2011-01-05 18:00:00,0,9.84,38,8.9981,1005.0742743962123,169
2011-01-05 19:00:00,0,9.84,38,7.0015,1012.1629342244325,132
2011-01-05 20:00:00,0,9.02,47,11.0014,1003.7565762905356,89
2011-01-05 21:00:00,0,8.2,51,12.998,1003.0894056567787,43
2011-01-05 22:00:00,0,7.38,55,8.9981,1003.7202743962123,42
2011-01-05 23:00:00,0,8.2,47,0.0,1005.8890056567786,19
2011-01-06 00:00:00,0,7.38,55,0.0,1005.7722669866656,11
2011-01-06 01:00:00,0,6.56,64,0.0,1005.6426449205626,4
2011-01-06 02:00:00,0,6.56,64,0.0,1009.9533050923424,2
2011-01-06 04:00:00,0,6.56,64,6.0032,1005.5026650923423,1
2011-01-06 05:00:00,0,5.74,69,6.0032,1005.7228936599961,4
2011-01-06 06:00:00,0,5.74,63,7.0015,1006.1850050923424,36
2011-01-06 07:00:00,0,6.56,59,0.0,1012.0139652641221,95
2011-01-06 08:00:00,0,6.56,59,0.0,1008.252343198019,219
2011-01-06 09:00:00,0,7.38,51,0.0,1012.720193831776,122
2011-01-06 10:00:00,0,8.2,47,0.0,1008.8893050923423,45
2011-01-06 11:00:00,0,9.02,44,6.0032,1007.7055538317759,59
2011-01-06 12:00:00,0,10.66,35,0.0,1013.042343198019,84
2011-01-06 13:00:00,0,10.66,35,7.0015,1007.4036652641221,67
2011-01-06 14:00:00,0,11.48,36,11.0014,1006.1610250923424,70
2011-01-06 15:00:00,0,11.48,36,0.0,1007.9995336599961,62
2011-01-06 16:00:00,0,10.66,38,11.0014,1009.3930250923423,86
2011-01-06 17:00:00,0,9.02,51,11.0014,1004.5187965246886,172
2011-01-06 18:00:00,0,9.02,51,8.9981,1008.5576850923424,163
2011-01-06 19:00:00,0,9.02,55,6.0032,1004.6460049205625,112
2011-01-06 20:00:00,0,8.2,51,11.0014,1003.6899869866656,69
2011-01-06 21:00:00,0,9.02,55,15.0013,1002.4581563529086,48
2011-01-06 22:00:00,0,9.02,51,19.0012,1001.8070650923423,52
2011-01-06 23:00:00,0,8.2,59,12.998,1002.7408163529086,23
2011-01-07 00:00:00,0,8.2,64,12.998,1002.6919860290212,17
2011-01-07 01:00:00,0,8.2,69,15.0013,1006.2797039629181,7
2011-01-07 02:00:00,0,8.2,69,15.0013,1002.5903641346979,1
2011-01-07 04:00:00,0,8.2,69,8.9981,1004.5410041346979,1
2011-01-07 05:00:00,0,9.02,55,0.0,1011.3468527023517,5
2011-01-07 06:00:00,0,8.2,69,0.0,1007.0906241346979,34
2011-01-07 07:00:00,0,8.2,69,8.9981,1005.6016643064777,84
2011-01-07 08:00:00,0,8.2,51,16.9979,1005.1400822403747,210
2011-01-07 09:00:00,0,8.2,47,19.9995,1008.8896128741316,134
2011-01-07 10:00:00,0,9.02,37,22.0028,1008.9580641346979,63
2011-01-07 11:00:00,0,8.2,40,15.0013,1006.2392528741316,67
2011-01-07 12:00:00,0,8.2,37,16.9979,1005.8400822403746,59
2011-01-07 13:00:00,0,8.2,37,19.0012,1005.2010443064777,73
2011-01-07 14:00:00,0,8.2,40,16.9979,1005.141044134698,50
2011-01-07 15:00:00,0,8.2,37,11.0014,1006.1285727023517,72
2011-01-07 16:00:00,0,8.2,37,11.0014,1005.7403441346979,87
2011-01-07 17:00:00,0,8.2,37,0.0,1007.5523955670442,187
2011-01-07 18:00:00,0,8.2,40,6.0032,1005.8399841346979,123
2011-01-07 19:00:00,0,6.56,55,6.0032,1004.9433239629183,95
2011-01-07 20:00:00,0,7.38,47,7.0015,1004.8232860290212,51
2011-01-07 21:00:00,0,7.38,47,8.9981,1008.2741153952643,39
2011-01-07 22:00:00,0,7.38,43,11.0014,1004.022344134698,36
2011-01-07 23:00:00,0,7.38,51,11.0014,1003.6734553952643,15
2011-01-08 00:00:00,0,7.38,51,11.0014,1003.874518210663,25
2011-01-08 01:00:00,0,7.38,55,6.0032,1004.9125361445599,16
2011-01-08 02:00:00,0,7.38,55,0.0,1006.4238363163397,16
2011-01-08 03:00:00,0,7.38,55,11.0014,1004.5853277486859,7
2011-01-08 04:00:00,0,7.38,55,11.0014,1004.9735563163397,1
2011-01-08 05:00:00,0,6.56,74,11.0014,1004.4937848839935,5
2011-01-08 06:00:00,0,6.56,74,11.0014,1004.8555563163397,2
2011-01-08 07:00:00,0,6.56,74,7.0015,1005.9661964881195,9
2011-01-08 08:00:00,0,6.56,93,7.0015,1005.2545744220165,15
2011-01-08 09:00:00,0,6.56,93,7.0015,1005.4044250557735,20
2011-01-08 10:00:00,0,7.38,80,11.0014,1005.2235563163397,61
2011-01-08 11:00:00,0,8.2,69,26.0027,1002.6401850557733,62
2011-01-08 12:00:00,0,8.2,59,23.9994,1003.3909944220163,98
2011-01-08 13:00:00,0,8.2,44,22.0028,1004.3019364881194,102
2011-01-08 14:00:00,0,8.2,32,32.9975,1002.3923363163397,95
2011-01-08 15:00:00,0,8.2,32,30.0026,1002.6295448839934,74
2011-01-08 16:00:00,0,7.38,29,30.0026,1002.4733163163396,76
2011-01-08 17:00:00,0,6.56,37,36.9974,1000.368127748686,69
2011-01-08 18:00:00,0,5.74,39,19.9995,1003.3879363163397,55
2011-01-08 19:00:00,0,5.74,36,16.9979,1003.8275961445601,30
2011-01-08 20:00:00,0,4.92,36,16.9979,1003.6712182106631,28
2011-01-08 21:00:00,0,4.92,39,23.9994,1005.9710675769061,37
2011-01-08 22:00:00,0,4.92,36,26.0027,1001.6692963163398,34
2011-01-08 23:00:00,0,4.1,39,30.0026,1000.852427576906,22
2011-01-09 00:00:00,0,4.1,42,26.0027,1001.7033483563162,25
2011-01-09 01:00:00,0,4.1,42,31.0009,1000.9420862902131,12
2011-01-09 02:00:00,0,4.1,46,31.0009,1001.0527464619929,11
2011-01-09 03:00:00,0,4.1,46,27.9993,1002.0148378943392,4
2011-01-09 04:00:00,0,3.28,53,12.998,1009.1353264619929,1
2011-01-09 05:00:00,0,3.28,53,12.998,1005.5235550296467,1
2011-01-09 06:00:00,0,4.1,49,19.0012,1004.8026864619928,1
2011-01-09 07:00:00,0,3.28,53,12.998,1006.1959866337727,6
2011-01-09 08:00:00,0,4.1,49,19.0012,1009.3517245676695,10
2011-01-09 09:00:00,0,4.92,46,35.0008,1002.3696552014266,19
2011-01-09 10:00:00,0,5.74,43,26.0027,1004.2883864619929,49
2011-01-09 11:00:00,0,6.56,40,35.0008,1002.5056552014265,49
2011-01-09 12:00:00,0,7.38,37,30.0026,1003.4234445676694,83
2011-01-09 13:00:00,0,8.2,34,30.0026,1003.2530666337725,75
2011-01-09 14:00:00,0,9.02,32,31.0009,1006.7607464619928,72
2011-01-09 15:00:00,0,9.02,35,23.9994,1003.6492750296466,82
2011-01-09 16:00:00,0,8.2,34,30.0026,1002.1924064619927,92
2011-01-09 17:00:00,0,7.38,37,26.0027,1002.536157894339,62
2011-01-09 18:00:00,0,6.56,40,22.0028,1002.9063664619929,48
2011-01-09 19:00:00,0,6.56,43,22.0028,1006.4457062902131,41
2011-01-09 20:00:00,0,5.74,46,16.9979,1003.1403083563163,38
2011-01-09 21:00:00,0,5.74,46,27.9993,1000.7901777225593,20
2011-01-09 22:00:00,0,5.74,46,19.9995,1002.339026461993,15
2011-01-09 23:00:00,0,4.92,50,12.998,1003.6724377225593,6
2011-01-10 00:00:00,0,4.92,50,19.0012,1002.6726013268677,5
2011-01-10 01:00:00,0,4.92,50,19.0012,1002.9109792607646,1
2011-01-10 02:00:00,0,4.92,50,15.0013,1004.0216194325444,3
2011-01-10 03:00:00,0,4.92,50,15.0013,1004.3833908648907,1
2011-01-10 04:00:00,0,4.1,54,8.9981,1005.8542594325444,3
2011-01-10 05:00:00,0,4.1,54,16.9979,1004.6425280001981,3
2011-01-10 06:00:00,0,4.92,50,19.0012,1004.7216394325444,31
2011-01-10 07:00:00,0,4.92,50,15.0013,1005.8322796043242,77
2011-01-10 08:00:00,0,4.92,50,19.0012,1005.2706775382211,188
2011-01-10 09:00:00,0,5.74,50,16.9979,1005.7391881719781,94
2011-01-10 10:00:00,0,5.74,50,19.9995,1005.1899794325444,31
2011-01-10 11:00:00,0,6.56,47,19.0012,1005.406528171978,30
2011-01-10 12:00:00,0,8.2,40,19.0012,1012.442677538221,52
2011-01-10 13:00:00,0,8.2,40,19.0012,1005.2042996043241,54
2011-01-10 14:00:00,0,8.2,40,15.0013,1009.6936194325443,47
2011-01-10 15:00:00,0,8.2,40,15.0013,1005.3318480001981,45
2011-01-10 16:00:00,0,8.2,40,8.9981,1006.1442594325443,74
2011-01-10 17:00:00,0,8.2,40,7.0015,1006.1553508648906,178
2011-01-10 18:00:00,0,8.2,40,15.0013,1008.1936194325443,155
2011-01-10 19:00:00,0,6.56,47,11.0014,1004.4969392607646,95
2011-01-10 20:00:00,0,6.56,50,11.0014,1004.1085613268677,74
2011-01-10 21:00:00,0,5.74,59,12.998,1003.1913906931107,38
2011-01-10 22:00:00,0,5.74,59,11.0014,1003.5395994325444,24
2011-01-10 23:00:00,0,5.74,59,11.0014,1003.5907106931107,18
2011-01-11 00:00:00,0,5.74,59,7.0015,1004.591342023853,12
2011-01-11 01:00:00,0,5.74,59,11.0014,1004.0297399577499,3
2011-01-11 02:00:00,0,6.56,55,12.998,1004.0590801295298,3
2011-01-11 05:00:00,0,6.56,55,8.9981,1012.9972886971835,6
2011-01-11 06:00:00,0,6.56,55,8.9981,1006.3590601295298,27
2011-01-11 07:00:00,0,6.56,55,0.0,1008.4693403013096,99
2011-01-11 08:00:00,0,7.38,51,6.0032,1007.6250782352064,217
2011-01-11 09:00:00,0,7.38,51,11.0014,1010.7752888689633,130
2011-01-11 10:00:00,0,8.2,51,11.0014,1006.7444001295297,54
2011-01-11 11:00:00,0,8.2,47,8.9981,1007.2939488689633,35
2011-01-11 12:00:00,0,8.2,51,7.0015,1007.3434182352064,57
2011-01-11 13:00:00,0,8.2,59,6.0032,1010.9047003013094,52
2011-01-11 14:00:00,0,8.2,59,6.0032,1006.5940401295296,63
2011-01-11 15:00:00,0,6.56,80,6.0032,1005.3462686971835,47
2011-01-11 16:00:00,0,6.56,86,15.0013,1002.8584201295298,76
2011-01-11 17:00:00,0,6.56,86,15.0013,1002.470191561876,136
2011-01-11 18:00:00,0,6.56,93,7.0015,1003.3583801295298,95
2011-01-11 19:00:00,0,6.56,93,0.0,1008.44801995775,51
2011-01-11 20:00:00,0,6.56,93,12.998,1001.6100420238531,32
2011-01-11 21:00:00,0,6.56,86,6.0032,1003.2091513900962,20
2011-01-11 22:00:00,0,6.56,93,7.0015,1002.6083801295298,29
2011-01-11 23:00:00,0,6.56,93,6.0032,1006.8591513900961,19
2011-01-12 00:00:00,0,6.56,86,6.0032,1003.4096353939292,7
2011-01-12 01:00:00,0,6.56,86,7.0015,1003.4483533278261,6
2011-01-12 02:00:00,0,5.74,86,8.9981,1003.4416934996059,1
2011-01-12 05:00:00,0,5.74,86,11.0014,1004.1792620672596,5
2011-01-12 06:00:00,0,4.92,93,8.9981,1004.6736934996059,16
2011-01-12 07:00:00,0,5.74,69,8.9981,1006.1023536713856,54
2011-01-12 08:00:00,0,6.56,59,11.0014,1006.3580716052825,128
2011-01-12 09:00:00,0,6.56,59,22.0028,1013.3076422390394,81
2011-01-12 10:00:00,0,7.38,55,15.0013,1005.8770534996057,39
2011-01-12 11:00:00,0,8.2,51,26.0027,1003.7436622390394,35
2011-01-12 12:00:00,0,8.2,47,39.0007,1005.1942116052824,55
2011-01-12 13:00:00,0,9.02,44,23.9994,1004.0240936713855,49
2011-01-12 14:00:00,0,8.2,47,22.0028,1008.0447534996057,44
2011-01-12 15:00:00,0,8.2,47,27.9993,1002.4836820672595,49
2011-01-12 16:00:00,0,9.02,44,22.0028,1003.3627534996057,68
2011-01-12 17:00:00,0,8.2,47,23.9994,1002.507204931952,139
2011-01-12 18:00:00,0,8.2,47,35.0008,1003.9451534996057,137
2011-01-12 19:00:00,0,7.38,47,27.9993,1001.1167933278259,83
2011-01-12 20:00:00,0,6.56,50,22.0028,1002.0097153939291,56
2011-01-12 21:00:00,0,6.56,55,22.0028,1005.6098647601722,57
2011-01-12 22:00:00,0,6.56,55,30.0026,999.9587934996058,33
2011-01-12 23:00:00,0,5.74,59,27.9993,1000.2925647601721,20
2011-01-13 00:00:00,0,5.74,59,19.0012,1002.2924864333357,7
2011-01-13 01:00:00,0,5.74,50,19.0012,1002.9808643672327,2
2011-01-13 02:00:00,0,5.74,50,23.9994,1002.2918845390125,2
2011-01-13 03:00:00,0,5.74,50,22.0028,1003.0529759713587,3
2011-01-13 04:00:00,0,5.74,50,16.9979,1004.4421845390125,4
2011-01-13 05:00:00,0,5.74,50,19.9995,1004.2300931066662,3
2011-01-13 06:00:00,0,4.92,54,8.9981,1010.6741445390124,28
2011-01-13 07:00:00,0,4.92,54,8.9981,1006.9848047107922,72
2011-01-13 08:00:00,0,5.74,50,12.998,1013.5412026446892,202
2011-01-13 09:00:00,0,5.74,50,22.0028,1004.8900932784461,139
2011-01-13 10:00:00,0,6.56,50,23.9994,1004.4598845390125,38
2011-01-13 11:00:00,0,8.2,44,30.0026,1003.344133278446,37
2011-01-13 12:00:00,0,8.2,44,27.9993,1003.594942644689,52
2011-01-13 13:00:00,0,9.02,41,30.0026,1003.0239047107922,83
2011-01-13 14:00:00,0,9.02,41,26.0027,1003.5132245390124,42
2011-01-13 15:00:00,0,9.84,38,19.9995,1004.4200931066662,60
2011-01-13 16:00:00,0,9.84,38,23.9994,1003.2318845390124,78
2011-01-13 17:00:00,0,8.2,40,19.0012,1003.9072959713586,162
2011-01-13 18:00:00,0,8.2,40,22.0028,1002.9452045390124,144
2011-01-13 19:00:00,0,6.56,47,16.9979,1003.4495243672327,99
2011-01-13 20:00:00,0,6.56,47,15.0013,1003.6104664333358,64
2011-01-13 21:00:00,0,5.74,46,19.9995,1002.5929757995789,40
2011-01-13 22:00:00,0,5.74,46,22.0028,1002.1412045390125,30
2011-01-13 23:00:00,0,4.92,50,12.998,1003.8752757995788,15
2011-01-14 00:00:00,0,4.92,50,12.998,1004.0753801923412,14
2011-01-14 01:00:00,0,4.1,54,11.0014,1004.595078126238,5
2011-01-14 02:00:00,0,4.1,54,8.9981,1005.3063982980178,1
2011-01-14 03:00:00,0,4.1,54,7.0015,1006.0674897303641,1
2011-01-14 05:00:00,0,4.1,54,6.0032,1007.0436068656716,8
2011-01-14 06:00:00,0,4.1,54,0.0,1008.6060182980178,17
2011-01-14 07:00:00,0,4.1,74,11.0014,1005.7163984697976,70
2011-01-14 08:00:00,0,4.92,68,0.0,1008.3730564036946,158
2011-01-14 09:00:00,0,5.74,69,8.9981,1006.5912870374515,117
2011-01-14 10:00:00,0,7.38,55,12.998,1006.3784182980178,44
2011-01-14 11:00:00,0,7.38,51,19.0012,1005.3266670374514,53
2011-01-14 12:00:00,0,8.2,44,16.9979,1005.8454764036944,61
2011-01-14 13:00:00,0,9.02,37,26.0027,1004.0741384697975,77
2011-01-14 14:00:00,0,9.02,41,19.0012,1004.9637782980178,64
2011-01-14 15:00:00,0,9.84,38,11.0014,1006.2699668656716,68
2011-01-14 16:00:00,0,9.02,41,7.0015,1006.6137182980178,90
2011-01-14 17:00:00,0,9.02,41,11.0014,1005.4255097303641,159
2011-01-14 18:00:00,0,8.2,47,0.0,1007.0460182980178,139
2011-01-14 19:00:00,0,6.56,59,6.0032,1005.098718126238,92
2011-01-14 20:00:00,0,7.38,59,0.0,1005.978980192341,68
2011-01-14 21:00:00,0,6.56,69,0.0,1005.4111295585842,52
2011-01-14 22:00:00,0,6.56,69,0.0,1005.3600182980178,36
2011-01-14 23:00:00,0,7.38,55,0.0,1006.0291295585841,27
2011-01-15 00:00:00,0,7.38,55,0.0,1006.2290217796718,28
2011-01-15 01:00:00,0,6.56,59,6.0032,1009.1487597135688,20
2011-01-15 02:00:00,0,6.56,59,6.0032,1005.4594198853486,12
2011-01-15 03:00:00,0,6.56,59,0.0,1007.0218313176948,8
2011-01-15 04:00:00,0,6.56,59,0.0,1007.4100598853486,5
2011-01-15 05:00:00,0,6.56,59,0.0,1007.7982884530023,1
2011-01-15 06:00:00,0,5.74,63,7.0015,1006.6417598853486,3
2011-01-15 07:00:00,0,5.74,63,0.0,1008.3527200571284,10
2011-01-15 08:00:00,0,5.74,63,8.9981,1006.7914779910253,23
2011-01-15 09:00:00,0,6.56,64,8.9981,1006.8093286247822,33
2011-01-15 10:00:00,0,7.38,59,11.0014,1006.6277798853484,59
2011-01-15 11:00:00,0,8.2,55,15.0013,1005.8946886247821,72
2011-01-15 12:00:00,0,9.84,48,15.0013,1005.9308379910252,89
2011-01-15 13:00:00,0,11.48,38,19.9995,1005.0288200571283,101
2011-01-15 14:00:00,0,12.3,39,19.0012,1004.7858198853485,118
2011-01-15 15:00:00,0,13.12,36,12.998,1005.6926884530023,129
2011-01-15 16:00:00,0,13.94,34,12.998,1009.3224598853485,128
2011-01-15 17:00:00,0,13.12,36,19.0012,1003.7155913176948,83
2011-01-15 18:00:00,0,12.3,45,16.9979,1003.3864798853485,84
2011-01-15 19:00:00,0,13.12,39,16.9979,1003.2938197135687,74
2011-01-15 20:00:00,0,13.12,39,16.9979,1003.0554417796718,41
2011-01-15 21:00:00,0,13.12,39,15.0013,1003.3049111459148,57
2011-01-15 22:00:00,0,12.3,42,7.0015,1008.7857598853485,26
2011-01-15 23:00:00,0,12.3,45,19.0012,1006.2869311459149,44
2011-01-16 00:00:00,0,10.66,56,0.0,1005.9008363669257,39
2011-01-16 01:00:00,0,10.66,56,8.9981,1004.3395943008226,23
2011-01-16 02:00:00,0,10.66,56,6.0032,1005.2492344726023,16
2011-01-16 03:00:00,0,9.02,69,0.0,1006.3256459049485,15
2011-01-16 04:00:00,0,10.66,56,11.0014,1004.9995944726023,1
2011-01-16 05:00:00,0,10.66,56,11.0014,1005.3878230402561,2
2011-01-16 06:00:00,0,10.66,56,11.0014,1005.7495944726023,1
2011-01-16 07:00:00,0,9.84,56,19.9995,1004.3426346443821,3
2011-01-16 08:00:00,0,9.02,55,19.0012,1004.912672578279,18
2011-01-16 09:00:00,0,9.02,51,16.9979,1005.663183212036,32
2011-01-16 10:00:00,0,9.02,51,19.0012,1005.3136344726023,79
2011-01-16 11:00:00,0,9.84,44,16.9979,1005.9311832120359,93
2011-01-16 12:00:00,0,9.84,41,19.0012,1005.530672578279,104
2011-01-16 13:00:00,0,10.66,35,19.9995,1005.310634644382,118
2011-01-16 14:00:00,0,11.48,36,16.9979,1005.4682944726023,91
2011-01-16 15:00:00,0,10.66,38,16.9979,1005.0885230402561,113
2011-01-16 16:00:00,0,9.84,38,15.0013,1005.1816144726023,99
2011-01-16 17:00:00,0,9.02,37,16.9979,1004.5260659049485,105
2011-01-16 18:00:00,0,8.2,40,11.0014,1005.2955944726023,67
2011-01-16 19:00:00,0,7.38,47,8.9981,1005.1175943008225,61
2011-01-16 20:00:00,0,7.38,47,11.0014,1004.4785563669255,57
2011-01-16 21:00:00,0,7.38,51,11.0014,1004.1287057331687,28
2011-01-16 22:00:00,0,8.2,49,8.9981,1004.4962544726022,21
2011-01-16 23:00:00,0,8.2,40,7.0015,1005.3966857331686,18
2011-01-17 00:00:00,1,8.2,47,15.0013,1003.646149192965,17
2011-01-17 01:00:00,1,8.2,44,12.998,1004.4351871268619,16
2011-01-17 02:00:00,1,7.38,43,16.9979,1004.0778672986418,8
2011-01-17 03:00:00,1,7.38,43,12.998,1005.239618730988,2
2011-01-17 04:00:00,1,7.38,43,8.9981,1006.4278272986418,3
2011-01-17 05:00:00,1,7.38,43,11.0014,1006.4153958662955,1
2011-01-17 06:00:00,1,7.38,43,12.998,1006.3778472986418,5
2011-01-17 07:00:00,1,6.56,50,8.9981,1007.2204874704216,13
