id,station_id,Date,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit
575,2,2017-06-05,86.88043423880069,70.8589044029805,51.62348261301799,55.81266006324254,50.115874372019995,49.04660824461577,86.5510445566449,50.89252572273484,24.758946464777235,13.512504510100424,3.7140283299426216,0.0,31.93624323860771,29.52129197679676,30.498339336827517,0.0
1163,2,2018-06-08,91.67200080088615,81.85715069378755,81.57562637938356,75.04309490821251,75.11319249133648,68.7951599490127,100.0,77.27920110662377,55.64138245290196,13.974006053418028,5.395862147647601,0.0,29.12310606641153,29.988304372169104,27.22297179738892,0.038443340290520815
1625,1,2019-03-07,88.0,80.9,74.0,79.0,76.4,74.0,100.0,87.0,70.0,16.0,6.9,0.0,29.9,29.8,29.8,0.13
611,2,2017-06-24,85.05925321378135,81.0472776906902,74.4436026688476,73.90525847267193,81.48727142623204,67.01323711638433,93.25457642993395,87.88680186687021,67.09540505770998,13.76192775924725,6.621983180026838,0.0,31.295777092380728,31.659261784784835,31.59696943198504,0.41923046405305686
432,2,2017-03-06,95.39518352596788,81.76736489565138,71.67474308248019,77.96143368798344,75.78481754656565,70.56413132652631,90.52591205345097,84.49392992891038,57.81956745839765,16.186748603373626,6.28719575823256,0.0,29.36157375557494,30.04222925364608,28.576734555357344,0.03185765679718016
1735,2,2019-05-19,81.83615112106368,83.99510404931539,76.96485675968216,72.69913479927449,80.89795229278641,72.25082291289749,100.0,85.10470488192799,64.86942779286798,18.1895008120223,8.485006808110134,4.823716287083235,31.03943303204993,29.498727888567366,28.591455728210885,0.08878758839915488
1134,1,2018-05-24,89.0,78.8,70.0,73.0,71.1,70.0,100.0,78.8,57.0,15.0,6.3,0.0,29.9,29.9,29.9,0.17
1990,1,2019-10-24,82.0,69.9,60.0,67.0,62.6,58.0,93.0,78.5,56.0,21.0,11.3,0.0,29.9,29.9,29.8,0.0
650,1,2017-07-13,93.0,83.6,76.0,77.0,74.5,73.0,97.0,75.2,54.0,13.0,5.0,0.0,30.0,30.0,29.9,0.02
583,1,2017-06-09,84.0,75.3,67.0,74.0,62.3,52.0,93.0,67.7,33.0,26.0,10.1,0.0,30.0,29.9,29.8,0.06
1563,1,2019-01-30,50.0,45.3,39.0,39.0,28.4,18.0,79.0,54.3,31.0,14.0,7.2,0.0,30.2,30.1,30.1,0.0
342,1,2017-01-13,79.0,70.4,67.0,68.0,66.2,63.0,97.0,87.2,60.0,17.0,11.2,3.0,30.2,30.2,30.1,0.11
134,3,2016-08-10,88.38530350037176,76.09634706357087,59.42427969724525,68.39114058225323,60.999866809318746,59.081540933551864,84.80001988692523,65.18728817470965,40.13661151397095,15.669971852686537,9.176220399395858,6.246573619716338,31.530747660220115,28.413427057010686,26.799788446759134,0.0
940,2,2018-01-21,74.85404119327502,70.43128536624138,66.14082995471053,64.75669253700603,67.09231036691064,66.1176588232557,100.0,89.39140975400166,67.88575905485118,22.560090678452603,11.964854786882725,6.3528565582343415,27.37889527712947,29.97907242253769,29.442363160526742,0.021122820191502432
1359,2,2018-10-04,75.95752681594334,67.54341314066414,55.403561213067704,58.30192973015187,55.21868295300384,46.88215370898663,91.05470845031958,65.11873734915582,33.31729680467733,14.190349319304117,8.680259286320808,0.0,30.673243845841718,26.59389265536021,31.576459488404296,0.01945724944653707
940,2,2018-01-21,74.85404119327502,70.43128536624138,66.14082995471053,64.75669253700603,67.09231036691064,66.1176588232557,100.0,89.39140975400166,67.88575905485118,22.560090678452603,11.964854786882725,6.3528565582343415,27.37889527712947,29.97907242253769,29.442363160526742,0.021122820191502432
1557,2,2019-01-27,67.56436219693089,51.582319415252954,48.32847740468,54.73286120346256,48.143518729247056,40.40201550911404,100.0,81.3808388033831,38.352476540667986,12.778520577758695,4.897895760125221,0.0,30.88296201730271,29.89889700719994,28.63375878837388,0.027133944651351157
976,1,2018-02-13,52.0,47.4,44.0,51.0,45.6,40.0,100.0,93.5,85.0,10.0,6.2,0.0,30.3,30.3,30.2,0.0
1192,2,2018-06-25,92.4496186366291,84.50516827907222,74.74289522418023,81.48053377811637,76.54455541885474,73.36774833543883,95.41300795327213,86.06871448545432,59.28091236957386,22.658703109081067,9.939595289525842,4.889007978148302,30.20829939453398,30.721573506101173,30.114260628035463,0.0
1137,3,2018-05-25,95.0039781704072,75.82404313515063,67.9518655226449,83.37699236763041,65.58932849062248,72.19353318842967,93.83928832634965,79.92608635837541,59.51789061010188,11.13588684814497,3.7573940235889456,0.0,28.54975023601327,29.911581862636133,27.91135380986315,0.0
445,2,2017-03-15,68.97847626371168,52.283632350571224,50.34615224286397,52.84319353085822,51.35591495708485,43.71383330468743,100.0,70.76097862503283,54.9263504205335,15.795227350655878,7.875967968218765,0.0,27.958381434202145,30.108976496751822,29.46636832205967,0.0
342,1,2017-01-13,79.0,70.4,67.0,68.0,66.2,63.0,97.0,87.2,60.0,17.0,11.2,3.0,30.2,30.2,30.1,0.11
259,1,2016-11-16,83.0,67.0,53.0,61.0,54.3,48.0,93.0,68.3,29.0,14.0,4.6,0.0,29.9,29.9,29.8,0.0
1760,2,2019-06-08,109.80563142614048,83.38276787708709,73.81821879912737,75.33442444284543,74.84851591798594,74.58861498778776,92.03352435426072,69.8105029473829,40.43025738577551,14.59841189564895,5.8330568447313365,0.0,30.544711190410705,29.57422904364361,30.668254392950242,0.0
1653,2,2019-03-30,76.14110601585774,61.56652526413778,47.99040390118184,64.81484179918672,59.07853190164425,38.52792817951791,100.0,85.4745232217265,63.26398013353348,26.842659488506385,11.980752554686829,3.048100299499611,29.488013035166116,30.577019825124754,30.19163800496107,0.032252304419224775
353,2,2017-01-17,71.85482477013012,61.73381771611999,54.14872231696892,69.94094418933724,59.12647713537212,60.47466600287547,96.29150776699782,95.94084676509871,89.94438114606251,15.170195579387435,8.996496621879487,0.0,29.190417662190438,33.06262945115046,28.163311374736935,0.16282639492153012
1658,1,2019-04-01,61.0,47.7,37.0,46.0,41.5,36.0,100.0,80.8,56.0,12.0,5.6,0.0,30.0,29.9,29.9,0.16
565,1,2017-05-30,88.0,78.3,71.0,71.0,69.5,68.0,93.0,75.7,53.0,15.0,7.9,3.0,29.9,29.9,29.8,0.0
1896,3,2019-08-29,86.41477493672653,82.61599984923787,72.25610246038077,76.83728401099779,73.09731582316648,66.49647122887207,89.6952817142421,74.89874085538723,53.97241500108037,11.005391646321819,3.6720773436432017,0.0,32.55286293752793,31.060287802743858,28.024711771375717,0.27732530202103023
892,2,2017-12-23,51.638982292277596,47.96823992671899,42.79785901445445,40.823885767943395,36.38380597770909,34.967439395058115,100.0,75.38864864360181,52.176491408402754,14.568809692963828,8.177806790330182,0.0,30.877109828558126,28.541803598677756,30.990551620769413,0.0736366909878453
1113,3,2018-05-11,81.92021226446269,73.75719864163726,65.0091647064109,74.18611317239831,78.05863594489378,60.945702003330744,96.37285956402881,93.62451113538101,62.75927922022398,16.733167538956245,6.4780921885195,2.9547505949330106,31.183712086615134,31.670705973830163,29.947006994590403,0.7698111264945662
254,2,2016-11-11,73.94767312653055,62.68469639977496,58.70875747628608,52.67054178203543,54.236731415876825,41.75051321009855,80.17545681669148,63.73878172305747,32.38016681401755,12.64874219736011,4.523413204901936,0.0,31.33999742211619,30.900852157512364,30.64981478464571,0.0
430,3,2017-03-06,90.18450633704431,78.64205779562793,66.92108100542733,79.47855758501821,81.86041459954146,70.83331493511798,100.0,77.67172311572794,52.361989760360785,17.139819085104637,6.246192643495438,0.0,30.219870272445366,28.575842805314693,29.383736680094493,0.03288621522919927
798,2,2017-10-20,82.7347781557983,76.95317087722322,64.80830991756194,68.65382416371035,73.51819406928439,65.09022943518724,98.99096932583619,91.63370430581959,74.81951423590824,21.85417158944216,9.092720076567476,2.6550274102795264,32.53226586256594,28.17704276329128,30.73820242629802,0.009143284746082366
1161,1,2018-06-08,89.0,82.0,76.0,79.0,76.8,75.0,100.0,84.9,63.0,14.0,6.1,0.0,30.0,29.9,29.9,0.04
1660,1,2019-04-02,77.0,70.4,66.0,70.0,67.9,66.0,100.0,92.4,74.0,13.0,5.3,0.0,29.8,29.8,29.8,0.01
471,2,2017-04-05,75.54510825459613,68.89204353873046,52.98772459861139,53.364208779010646,46.1171807901839,36.32043757729856,68.68611819258965,45.387300608398384,26.02331508647263,23.495916632993406,14.67464535102486,0.0,28.523419462384993,31.680586968527418,30.017013697158593,0.18672362739275056
1357,3,2018-10-04,77.02263908764637,67.97551062917785,55.14829553734966,51.31864500518956,49.2116764649128,43.46511142068104,87.05194744872377,61.7757503508305,36.90183627644931,14.167402708565422,8.385564546682733,0.0,29.021454877332374,31.47610743987454,27.740595302973016,0.020127818587503756
1103,3,2018-05-07,98.58069100144974,83.60565953103797,73.49369670049771,78.89697350972517,68.91279278807207,71.46480386811245,100.0,80.43636755351835,51.28872657180558,16.432827858664332,6.482904047053194,0.0,29.475499061413558,27.746174212093415,31.338025280949534,4.154220551736157
915,3,2018-01-08,90.72628832296955,79.99711540947189,73.91455380353159,82.10986891593964,72.65787226041031,61.37181430804101,100.0,70.2922231880949,41.7152644909321,12.025214492692603,5.040090067989439,0.0,28.404928606807864,33.223077471151754,27.203546000737735,1.702872891275059
229,2,2016-10-14,94.54410876187148,79.76957657248211,68.34855158585752,68.44004319612603,67.97784313960953,63.80221662403815,91.71606102475782,77.11584338494299,54.293858762629505,13.133131603271181,5.588713754244696,0.0,29.77114723327876,30.93452913224487,32.43510087527998,0.0
1642,1,2019-03-20,75.0,61.3,47.0,50.0,45.7,39.0,97.0,62.5,29.0,9.0,2.8,0.0,30.2,30.1,30.0,0.0
56,3,2016-06-07,96.68871802788242,87.81009203035231,83.97054318451144,82.47505081559991,78.03758584574379,61.71007187700898,94.82584309947605,67.69462370134474,41.82235733413799,14.491863873336756,9.627371247102515,5.749870435385294,31.856926928153328,27.777876142025153,28.446791267795295,0.0
367,3,2017-01-22,68.21598026481368,62.209966967988144,51.445335621180526,61.649116244294596,45.79884202055968,33.755693673054154,86.00015119141882,51.72612856642714,36.44295559057363,27.33000474199481,15.236741649428806,5.1974998340461,29.798662927471224,28.81481577405601,30.172489839303534,0.052459087203558796
965,2,2018-02-06,93.64301535350725,78.99753969287597,82.86664439423245,79.00189640065237,72.38754792930084,72.97711082182153,95.08388061792063,77.28545913069253,51.273175750336335,9.260239948037636,6.715530115147236,3.0923831531445023,30.115482832387748,29.664329307487574,33.027723268770956,0.0
404,3,2017-02-18,82.65228297802352,67.9909411165592,51.91174757515935,63.92967474920535,58.966225362279474,52.96405559249034,98.78899487209101,85.83381038520096,38.96571173446215,13.207396317837999,7.157933885062277,0.0,29.7152346444719,27.190298858707102,30.232312740269258,0.19804769483687856
1874,2,2019-08-19,104.88534409825117,94.73952667012519,79.45629340370402,81.92120762605424,79.03290454699811,77.86112436876753,95.35581429156727,71.88408694683483,44.68346707821257,17.333873858592824,7.1217379514294645,0.0,29.30177112162647,31.04823890395851,29.26945184986846,0.051935379693444854
528,3,2017-05-07,89.90104350939035,83.65409058045023,74.5974840890588,73.23938952354357,69.77476311302938,74.70737588051821,80.84916393314433,67.18329283407857,54.691221145660656,20.806250096350773,6.721928603954452,0.0,27.942174166313283,29.35197599582241,29.68997314708288,0.0
633,1,2017-07-03,80.0,71.6,61.0,70.0,63.3,48.0,91.0,75.7,60.0,17.0,9.0,3.0,30.2,30.0,29.9,0.24
1301,3,2018-09-07,83.92958366049523,73.23472173200048,73.7714532388494,76.77590590619985,74.6031496824511,69.01139872756329,95.57112256146385,83.78666474158932,63.67800796256186,13.717767649671309,3.4512088153279317,0.0,31.5473140423081,32.806932746765874,27.162011866487504,0.18380524790489297
1105,1,2018-05-07,93.0,82.0,72.0,76.0,73.5,71.0,100.0,77.8,49.0,16.0,6.7,0.0,30.1,30.0,29.9,4.15
358,2,2017-01-19,66.1199239784972,63.61440597161048,53.788351135152176,60.060224664595374,56.61921732146076,55.332098203410034,100.0,89.5028359808406,83.76301116738232,10.689345225485248,4.56494135528273,0.0,30.367472864513818,29.91481012465851,27.154542112530606,0.7828256791331157
1249,3,2018-08-01,64.52059443792393,55.543808208919536,47.67130972406087,61.410625944278785,50.811821088994215,42.46921608754018,93.22669604182433,80.07532167837375,45.45879764361679,15.70087201165952,9.828490065445093,0.0,27.421086216938154,29.176105491653487,31.14097379342582,0.3349430219211464
1578,1,2019-02-12,64.0,51.2,42.0,38.0,33.0,29.0,80.0,53.3,27.0,15.0,6.5,0.0,30.2,30.1,30.1,0.0
292,1,2016-12-12,70.0,67.4,65.0,66.0,64.3,62.0,97.0,90.0,81.0,6.0,2.2,0.0,29.9,29.9,29.8,0.08
1075,2,2018-04-15,73.7674115854504,52.851472771698866,47.854194149161415,43.82314502737181,34.84146407132806,28.80686122181249,69.04613629363503,42.67966231605868,23.890357777270754,20.833684333338898,9.20408057811299,0.0,29.631245054614542,31.996226723478344,28.948639214141725,0.17154761336247673
685,3,2017-08-03,66.97957158116242,61.878369048715854,62.21655486518523,65.14663283750261,51.56229700178611,41.34939830050663,97.78260210726135,70.92699193101562,38.662887966099696,12.951822348009792,9.890504941002119,4.631575404119294,29.51300324059519,29.356567743010658,32.077068615862885,0.02022364811405379
1775,3,2019-06-21,88.44122970339095,79.78267362387717,82.93177698625254,76.6089293403466,78.76974651440493,72.79553934228079,96.9250506048924,67.72507324870855,60.16499014189412,16.643432068834283,12.309737699340147,6.9893117413840145,28.657648439287588,29.34244179288771,31.089819300606404,0.0
179,3,2016-08-30,89.88224885557815,78.2273069669897,71.75764395718456,88.10359180504143,71.6365137346406,67.95056495098686,97.376561653674,73.46302192774468,46.53514157008122,13.191891268583802,6.820708207122666,0.0,29.596241430059287,28.43625981166916,27.39272115466789,0.11176298220307875
111,3,2016-07-20,96.48735838461319,85.9271267252053,77.42680294786726,79.45668272848513,80.13777251009569,78.89282909117,96.58617822845969,70.28479584062597,41.42415831747958,12.313316613411999,4.126322203874115,0.0,29.747206604279533,28.75794098573368,30.465701574149982,0.2052734506902462
1742,1,2019-05-25,89.0,81.5,74.0,76.0,73.8,70.0,97.0,78.5,55.0,18.0,11.9,0.0,30.0,29.9,29.9,0.0
1533,2,2019-01-12,67.05197374482591,59.551481923834814,53.48296809082418,42.69316114722898,29.829934095780438,26.192058421498867,58.0182672079821,36.493782385397125,24.31744649937351,19.976988988535417,10.033565366838918,6.298893483380598,28.0017070406956,29.631157097012913,29.06242265392918,0.07148786989151365
555,1,2017-05-24,83.0,70.8,59.0,59.0,51.2,45.0,87.0,55.0,26.0,18.0,9.1,0.0,29.8,29.7,29.6,0.02
1298,2,2018-09-05,97.89184768617429,79.93146097596917,65.84629783221098,75.02362530252074,58.13753898676704,52.33799814233801,100.0,59.00648688275477,26.964600679548504,15.089804594856947,7.486683029001102,0.0,29.73388070547802,28.941171108061315,29.350643546844225,0.0
1514,2,2019-01-01,69.18326178011188,52.78313782308282,38.17769836896327,45.10744814298816,40.4787855654911,40.24132170163868,100.0,82.2805110653307,53.772053432782904,15.954232334966266,5.319389939736569,0.0,31.36622700030571,27.916156420966704,26.983287254423296,0.03061665753734733
1036,2,2018-03-27,84.71162109169576,71.80312918431234,75.04959512715126,74.53189932132965,78.20895280666382,60.921637257373504,95.03007105659225,85.94138110832,56.52486605655611,21.659690382879877,12.775393972910486,8.268879396690219,31.605993064285173,25.851738717221483,28.944164600678004,0.0
1943,2,2019-09-23,85.15889572964757,80.11315723918372,79.36534658757186,79.67959868666372,79.29629724845037,65.87435784062653,100.0,82.071739296453,59.31779174509309,16.468289632059413,5.334423704934096,0.0,31.742072183424064,30.423117533674862,28.346431342989845,0.0
1226,3,2018-07-13,93.82178538046801,78.7275371502579,74.2423006824379,79.87166118694692,73.7314399674526,68.85329555758621,100.0,74.21486423869527,46.080220476455835,10.023309753136228,4.686979873536836,0.0,29.133723830378006,32.05724137926883,31.665702883581552,0.0
636,1,2017-07-06,92.0,82.1,73.0,72.0,67.5,62.0,90.0,64.0,37.0,15.0,7.7,3.0,29.8,29.8,29.7,0.15
1449,1,2018-11-25,75.0,66.2,51.0,67.0,55.5,34.0,100.0,72.4,36.0,21.0,11.2,0.0,30.0,29.8,29.6,0.0
380,1,2017-02-01,74.0,66.9,53.0,70.0,62.2,51.0,97.0,86.1,46.0,28.0,8.3,0.0,29.8,29.7,29.6,0.07
1216,1,2018-07-07,93.0,80.9,74.0,76.0,74.7,73.0,100.0,83.2,52.0,14.0,5.6,0.0,30.0,29.9,29.9,0.03
1231,2,2018-07-16,92.3632039867827,83.3020050967863,77.589182100845,68.73052405263367,69.4844547572897,65.2133525951798,100.0,76.65096816989553,47.593617852256465,7.8838790397341105,4.6664113479454885,0.0,29.827965078123245,26.307364176460467,29.389352799324204,0.0
930,1,2018-01-16,54.0,30.3,25.0,51.0,26.2,14.0,97.0,84.7,63.0,28.0,17.7,10.0,30.6,30.5,30.2,0.17
800,1,2017-10-20,79.0,73.7,69.0,73.0,70.3,62.0,100.0,89.3,76.0,20.0,10.9,3.0,30.0,29.9,29.8,0.01
44,2,2016-05-08,90.03506874159967,87.50634513960881,77.40785956262336,75.46399596230022,73.34331020785933,73.93810008540922,90.36297143132714,67.55247808105446,44.92048990822942,8.063637487319319,4.093176573304166,0.0,33.224738188613685,28.870053747907406,30.553955242767422,0.0
100,2,2016-07-12,59.21619034270444,52.61143909969154,46.58297477055295,50.69942150427588,51.996908317903234,46.12282335013278,100.0,91.42042570739125,77.66589797552926,10.914379273805414,6.388280460881514,0.0,30.724959909283577,31.304773598295967,29.44186821384503,0.0
578,2,2017-06-06,88.55207969166518,72.12418722925084,66.93612078000864,73.53841361855972,71.5096357627049,66.69434494972178,94.38774602844319,74.95392242881104,55.304700557033826,30.5923726323587,8.435522204217765,0.0,28.716072205443766,32.565319200844705,27.822593780056817,1.7589414449595446
239,3,2016-10-22,85.00244969418857,60.39814500527935,45.271111166624564,52.611804243951504,46.3618291673008,41.79257263439885,91.54590076978978,59.4070850101436,30.75808743344565,8.392447681870198,4.36337253732636,0.0,29.8148746298771,29.875697991047588,28.276810039171846,0.0
426,1,2017-03-04,86.0,71.9,58.0,62.0,52.9,46.0,81.0,55.1,26.0,13.0,7.3,0.0,29.7,29.6,29.6,0.02
1211,2,2018-07-06,96.04000587016648,81.17439121329312,74.7643797175214,81.85443999374466,75.33615181689449,69.23762029980385,91.70123778579693,77.80123991054319,52.4450343485639,16.993405538214738,7.227669675559523,0.0,32.81528464175277,28.498009985474123,28.914871666632067,0.2519742336783437
464,1,2017-03-30,76.0,66.5,60.0,64.0,52.9,46.0,97.0,65.1,35.0,17.0,6.2,0.0,29.8,29.7,29.7,1.68
1826,2,2019-07-20,93.68638181296645,80.34633919412545,76.02573115146951,81.55871611542926,71.5810011211844,75.9047130161633,89.68629149515654,75.99363000770663,42.55740871923761,21.147992123008642,8.47979489615671,0.0,33.030834739921644,29.890221417047545,28.477666357049323,0.0
1385,1,2018-10-18,73.0,63.2,56.0,64.0,58.8,53.0,100.0,86.0,70.0,14.0,10.1,7.0,30.2,30.1,30.1,1.02
522,3,2017-05-03,66.57291264792387,67.22046372582244,59.02692577425309,64.53835093034743,59.46209526195737,58.263670006634364,94.41625509842551,90.31806542561286,78.16459718286907,23.56980468421903,11.847969093622872,6.262860118475023,32.371560155950526,30.595485179014506,30.82200209284442,0.08598764053500525
581,1,2017-06-08,94.0,84.1,78.0,78.0,76.4,73.0,90.0,78.1,54.0,12.0,6.3,0.0,29.8,29.8,29.7,0.39
1005,3,2018-02-26,74.26018166630215,58.371098643706475,52.77538093162128,55.82442497232788,56.50238916232021,54.48743006749178,96.92481738394189,84.01848609740178,62.05661349066482,14.62906953196393,8.681530673386797,5.1254267168422984,28.299099593866977,29.51942472341956,30.14133935364725,0.9798583158285602
1427,2,2018-11-13,45.26224309182919,37.747510132239505,36.262212431546985,36.32896227851776,31.981373090162897,30.289139713221406,84.36471139904691,79.82366878499347,63.18161339705352,18.66411254658259,14.430976065555194,4.545418544461388,30.019512928922385,30.845148931131263,29.76697810871572,0.061960039432222974
282,2,2016-11-29,91.18574510423397,71.34407704983929,56.418636337137734,67.62031192635366,68.3301435059205,56.50170227620511,91.8811620847386,86.71937546825255,59.50613835989788,14.023637443735636,4.83919844014655,0.0,28.69902768429529,28.575158856707674,29.99371939752654,0.010541254722173786
629,3,2017-07-01,41.77313869858175,28.769640561784286,19.441583456583853,19.59102073165332,14.818600626668774,11.127610873515009,77.22467358468317,60.40238277597671,31.038264162223243,17.663788952544035,10.653699443184466,0.0,28.838365373216497,29.42781238750937,27.44631686395917,0.268813426136956
1910,1,2019-09-06,95.0,84.8,74.0,76.0,74.2,72.0,97.0,72.3,49.0,13.0,5.5,0.0,29.9,29.8,29.7,0.0
495,1,2017-04-18,77.0,70.5,67.0,67.0,65.8,65.0,93.0,85.7,66.0,16.0,8.3,0.0,29.9,29.9,29.9,0.23
760,2,2017-09-22,88.19075124718839,77.1746511010243,69.3767280066527,74.21082215524699,67.22495766343707,65.20720347069175,93.02929398501162,93.50944380936411,49.93113734215072,13.619651734268865,4.203354188446243,0.0,27.974675355416334,28.64214712556516,28.544726573112975,0.020252025254099023
1805,3,2019-07-04,79.45830757416233,64.95302672529024,64.49643615002016,77.6664572059051,75.39832296684092,59.72277311888914,95.73290078339389,96.5624312566971,86.62384842733547,19.111517227188433,9.015210256180291,0.0,29.17544604261595,28.561345664822827,27.52903708149261,0.022135946810315034
602,1,2017-06-20,93.0,84.9,77.0,76.0,72.4,70.0,88.0,67.6,47.0,18.0,9.5,3.0,29.8,29.8,29.7,0.0
173,1,2016-08-27,90.0,78.3,74.0,75.0,72.9,71.0,94.0,84.3,55.0,29.0,7.9,0.0,29.9,29.8,29.8,0.74
1493,2,2018-12-20,64.31161213796268,56.22946352645285,50.70532280531088,58.98450611851578,43.57672227952398,30.819652188838077,100.0,69.8509056009083,31.60787102037059,27.823755248979836,12.172662116164181,0.0,33.669280856185416,29.154050564127626,30.840152421833352,0.07286732231547752
1290,1,2018-08-30,92.0,82.7,73.0,78.0,74.6,73.0,100.0,78.4,54.0,18.0,7.0,0.0,29.9,29.9,29.8,0.01
347,3,2017-01-14,77.48539846196432,64.39847796877639,65.33252748148287,66.16223342341708,60.25323562132369,63.85949794784581,94.23997820345265,89.52844964543016,58.171611339243256,13.85280643147863,8.978614076690706,2.7697315998199215,30.599423212423723,32.07428690122527,29.75776486925243,0.07797770574382941
1790,2,2019-06-27,92.69758344917416,80.80764982424306,70.45304901649862,79.52691777849083,66.49782333519374,67.26152725662894,100.0,82.94386824732972,63.58224930792512,12.2593720928385,4.140413151025279,0.0,29.78278556507676,29.73216894010027,27.563730423853066,0.018222627210904393
1604,1,2019-02-26,62.0,58.4,53.0,62.0,58.3,53.0,100.0,99.6,97.0,13.0,8.3,5.0,30.1,30.0,29.9,0.03
1680,1,2019-04-13,85.0,71.0,53.0,73.0,65.6,42.0,100.0,84.3,57.0,26.0,12.2,6.0,29.7,29.5,29.4,0.15
1659,3,2019-04-02,83.79029644055417,73.45985376468184,67.73449901039935,70.64277629741404,67.73739472093875,69.73285601425296,97.7669232604959,95.51492768920018,82.58360128088191,14.02096750618761,5.255808576049356,0.0,31.620116733222464,27.327844919725504,28.382856625138352,0.009584923264912473
1441,2,2018-11-21,56.45055497550218,52.35237672160927,43.534915286621846,46.95641026182313,42.09331843559386,43.69674827235645,98.53612900302262,83.2358956480605,56.99880330964183,9.654361059981962,4.780286938977565,0.0,30.863004258935025,27.11754900932012,29.96787976420434,0.0
455,1,2017-03-25,80.0,71.4,61.0,68.0,57.7,50.0,87.0,64.6,37.0,14.0,6.2,0.0,29.9,29.9,29.8,1.28
1095,3,2018-05-03,87.48963749992384,74.3747919744514,70.4312620309537,66.30761481842285,67.59231874775989,44.82178479778831,91.33825080294899,74.25024726716411,41.47062122140073,18.396672469597718,8.676723364151108,4.785499974961922,29.55196113299835,31.102061302258196,29.976736879564008,0.021024015902237063
1113,3,2018-05-11,81.92021226446269,73.75719864163726,65.0091647064109,74.18611317239831,78.05863594489378,60.945702003330744,96.37285956402881,93.62451113538101,62.75927922022398,16.733167538956245,6.4780921885195,2.9547505949330106,31.183712086615134,31.670705973830163,29.947006994590403,0.7698111264945662
188,3,2016-09-12,45.9682784524163,49.92637072042965,39.09078456322006,31.77037419511133,27.352613882951253,21.500757340889823,67.96258822063447,48.5224400639141,33.74387149239263,17.188822383271017,9.629039731868685,3.0828527879973944,30.010838830772887,29.114214534607875,29.400792400445916,0.0
