Id,Feature1,Feature2,Feature3,Feature4,Length,YearConstruction,YearLastFailureObserved,target
6570,T,IAB,-0.434356184994,C,1.4692,1994,,0
14619,P,U,-0.569065519329,C,25.8316,1994,,0
10850,T,IAB,-0.569065519329,D,0.6996,1973,,0
16006,T,U,-0.322098406381,C,42.4341,1987,,0
4260,T,O,2.93337717339,M,43.5249,1980,,0
16863,T,IAB,-0.569065519329,C,0.5007,2007,,0
1120,P,U,-0.509194704069,C,3.2783,2003,,0
850,P,U,-0.509194704069,D,20.4821,2003,,0
2181,P,U,-0.322098406381,D,19.0203,2004,,0
11786,P,U,0.314029005758,D,36.6239,1995,,0
17609,P,U,-0.569065519329,D,30.6399,2011,,0
11243,P,U,-0.209840627768,D,10.7036,1998,,0
15688,T,IAB,-0.569065519329,D,0.9607,1978,,0
1755,T,IAB,-0.509194704069,C,4.24,1997,,0
10926,T,U,-0.434356184994,C,2.1232,1971,,0
1274,T,IAB,-0.209840627768,D,1.9968,2003,,0
9924,T,U,-0.322098406381,C,4.3035,1964,2011.0,0
13380,P,U,-0.509194704069,C,44.8968,2006,,0
16973,T,IAB,-0.322098406381,D,5.6783,1986,,0
6983,T,U,-0.322098406381,D,57.9057,1976,,0
14498,T,IAB,-0.434356184994,C,2.4982,1985,,0
1795,T,O,-0.434356184994,M,262.4685,1971,2008.0,0
8217,T,U,-0.322098406381,D,35.6469,1973,,0
8156,T,U,0.12693270807,D,33.0313,1973,,0
1977,P,U,-0.322098406381,D,128.2725,2004,,0
209,T,U,1.43660679189,D,39.1005,1962,,0
12678,P,U,-0.509194704069,C,74.8578,2005,,0
5011,T,IAB,-0.434356184994,C,1.5992,2001,,0
3152,T,U,-0.209840627768,C,70.3573,1980,,0
8384,T,U,0.688221601134,D,43.2306,1973,2009.0,0
17048,P,U,0.688221601134,C,2.2753,2004,,0
123,P,U,-0.434356184994,C,20.5242,2001,,0
5236,P,U,0.688221601134,D,54.9421,1998,,0
1640,P,U,-0.434356184994,C,0.519,1996,,0
6170,T,O,3.68176236414,M,91.7537,1988,,0
10630,T,U,1.06241419651,D,34.5474,1967,,0
5922,T,U,2.18499198264,M,36.6968,1968,,0
31,T,IAB,-0.322098406381,C,5.1845,1982,,0
3635,T,U,0.314029005758,D,2.6414,1974,,0
12154,T,IAB,-0.434356184994,C,1.1327,2001,,0
8579,T,U,1.43660679189,D,0.879,1989,,0
9948,T,U,-0.509194704069,D,43.7639,1976,,0
9110,P,U,-0.509194704069,C,5.0532,2000,,0
18917,T,U,-0.060163589618,C,2.146,2013,,0
7237,T,U,0.688221601134,D,3.2542,1987,,0
11740,P,U,-0.509194704069,C,3.8592,1994,,0
19124,T,U,-0.569065519329,C,20.5643,1968,,0
4768,P,U,-0.434356184994,C,25.1804,2001,,0
18549,P,U,-0.569065519329,C,21.4409,2013,,0
2337,P,U,0.314029005758,D,47.7582,2004,,0
2569,P,U,0.688221601134,D,123.1603,2004,,0
18991,P,U,-0.569065519329,D,21.3547,2013,,0
18510,P,U,-0.569065519329,D,17.8232,2013,,0
13705,T,IAB,-0.434356184994,D,22.4323,2006,,0
18697,P,U,-0.434356184994,C,5.9174,1999,,0
11251,P,U,-0.434356184994,C,29.3969,1998,,0
13336,T,IAB,-0.509194704069,C,4.7083,2006,,0
7845,T,U,-0.322098406381,C,29.8512,1979,,0
4490,T,U,-0.434356184994,C,3.4081,1963,,0
3359,P,U,-0.060163589618,D,78.3403,1993,,0
238,P,U,-0.569065519329,C,3.9757,2002,,0
969,P,U,2.93337717339,M,17.2674,2003,,0
4188,T,U,-0.569065519329,C,25.3819,1989,,0
19174,P,U,0.688221601134,D,33.6033,2008,,0
15244,T,U,-0.209840627768,D,46.9697,1983,,0
470,P,U,0.688221601134,D,92.3224,2002,,0
14669,T,IAB,-0.569065519329,C,8.9928,1983,,0
15933,T,IAB,0.12693270807,D,1.4429,1990,,0
2647,T,IAB,-0.434356184994,D,3.5189,2004,,0
11401,P,U,0.12693270807,D,8.4527,1996,,0
1882,P,U,1.81079938726,M,56.0681,2000,,0
17891,P,U,2.18499198264,M,8.9651,2003,,0
5663,T,IAB,-0.434356184994,C,1.0187,1999,,0
6949,T,IAB,-0.434356184994,C,6.2714,1976,,0
1268,P,U,-0.060163589618,D,18.4226,2003,,0
19123,P,U,-0.509194704069,C,16.1935,2013,,0
19002,T,U,-0.209840627768,C,33.497,2013,,0
6329,P,U,-0.509194704069,C,20.7861,1998,,0
13703,T,IAB,0.314029005758,D,22.1699,2006,,0
148,P,U,-0.060163589618,D,14.5615,2000,,0
5987,T,U,1.06241419651,C,46.5119,1978,,0
3772,T,U,-0.209840627768,D,112.155,1981,,0
13417,T,U,2.93337717339,M,2.6764,2006,,0
2966,T,U,-0.434356184994,C,6.1043,1977,,0
3498,P,U,-0.434356184994,C,47.4183,2000,,0
7527,T,U,-0.209840627768,D,0.2749,1979,,0
1548,T,IAB,-0.434356184994,C,0.798,2000,,0
3528,P,U,-0.322098406381,D,24.9004,1994,,0
15531,P,U,-0.509194704069,C,53.3744,1996,,0
9903,P,U,1.06241419651,D,41.6151,1995,,0
18113,P,U,-0.209840627768,D,100.3344,2010,,0
16279,P,U,-0.434356184994,D,33.9516,2007,,0
17679,P,U,-0.060163589618,D,51.5502,2012,,0
10703,P,U,-0.509194704069,C,34.2069,1993,,0
17422,T,IAB,-0.509194704069,D,0.6991,2011,,0
3028,P,U,-0.322098406381,D,30.2672,1993,,0
17050,P,U,0.314029005758,C,6.3016,2008,,0
11262,T,IAB,-0.209840627768,D,2.9988,1979,,0
398,P,U,-0.209840627768,D,10.7296,2002,,0
8681,T,IAB,-0.509194704069,C,8.2499,1967,,0
10869,P,U,-0.434356184994,C,11.156,1999,,0
808,T,IAB,0.12693270807,C,0.4014,1980,,0
12260,T,U,-0.209840627768,C,4.7576,1981,,0
17938,P,U,-0.569065519329,C,11.9064,2012,,0
16511,T,IAB,-0.322098406381,C,1.1073,1960,,0
16971,P,U,-0.509194704069,D,0.9236,2005,,0
13810,T,IAB,-0.569065519329,C,1.4913,1971,,0
4885,P,U,0.12693270807,D,35.2214,2001,,0
4492,T,U,0.314029005758,D,42.1764,1974,,0
1910,T,IAB,-0.434356184994,C,1.4984,2003,,0
13076,P,U,2.18499198264,M,43.2281,1997,,0
3757,T,IAB,-0.569065519329,D,0.5165,1974,,0
5643,P,U,0.688221601134,D,81.9076,1998,,0
8504,T,IAB,-0.569065519329,C,5.4481,2002,,0
15898,P,U,-0.322098406381,D,36.7253,2000,,0
14094,T,IAB,-0.434356184994,C,2.1814,1988,,0
11498,P,U,-0.434356184994,C,16.5909,1995,,0
7870,T,IAB,-0.322098406381,C,1.9987,1977,,0
1700,P,U,-0.434356184994,C,14.0679,2001,,0
8592,T,IAB,-0.434356184994,C,2.0268,1989,,0
10912,T,U,0.12693270807,D,14.3887,1985,,0
6906,T,U,0.688221601134,D,64.0659,1966,,0
58,P,U,-0.060163589618,D,7.8434,1997,,0
17259,P,U,-0.569065519329,D,20.7629,2009,,0
10381,P,U,-0.322098406381,D,36.2328,1994,,0
11454,T,U,-0.060163589618,D,50.5615,1969,2009.0,0
18620,T,IAB,-0.569065519329,C,3.5101,2013,,0
18451,P,U,-0.060163589618,C,5.9714,2013,,0
15460,T,IAB,-0.322098406381,C,1.5991,1977,,0
10639,T,IAB,-0.509194704069,C,7.5796,1987,,0
5060,T,IAB,-0.434356184994,D,9.0846,2001,,0
6545,P,U,-0.322098406381,D,15.8514,1994,,0
14112,T,IAB,-0.060163589618,C,1.5335,1986,,0
13681,T,IAB,0.12693270807,C,6.8013,2007,,0
11660,T,IAB,-0.509194704069,C,2.1068,1993,,0
3905,T,U,-0.509194704069,D,2.0424,1982,,0
13500,P,U,-0.509194704069,C,10.2999,2006,,0
5034,T,IAB,-0.434356184994,C,3.034,2013,,0
5020,P,U,-0.322098406381,D,21.535,2000,,0
7029,T,U,-0.322098406381,C,58.8636,1977,,0
12799,P,U,-0.322098406381,C,22.1456,2005,,0
8842,P,U,0.314029005758,D,30.2925,2000,,0
17527,T,IAB,-0.060163589618,C,1.6987,2010,,0
4859,T,IAB,-0.434356184994,C,4.297,2001,,0
6026,T,U,2.93337717339,M,248.9601,1965,,0
13922,T,IAB,-0.434356184994,C,12.8125,2007,,0
2555,P,U,0.314029005758,C,109.6901,2004,,0
4330,T,U,-0.434356184994,C,39.2075,1972,,0
5768,T,IAB,-0.209840627768,C,0.8643,1985,,0
2096,T,IAB,-0.569065519329,C,2.2368,2005,,0
15086,P,O,-0.434356184994,M,130.1825,1998,,0
6142,P,U,-0.434356184994,C,19.0951,2001,,0
5262,T,IAB,-0.434356184994,C,2.6252,2003,,0
6737,T,IAB,-0.322098406381,C,3.2931,1981,,0
16264,T,IAB,-0.434356184994,D,1.5511,2007,,0
12931,T,O,-0.434356184994,M,35.0003,1978,,0
10919,T,IAB,-0.569065519329,C,6.9957,1979,,0
11648,P,U,-0.434356184994,C,12.4366,2000,,0
18065,P,U,-0.434356184994,D,131.0943,2011,,0
6606,P,U,-0.434356184994,C,77.2191,1995,,0
1960,P,U,-0.509194704069,C,2.8913,2004,,0
10459,P,U,-0.209840627768,C,4.3658,1997,,0
6973,T,IAB,-0.322098406381,C,7.3862,1976,,0
11923,P,U,-0.322098406381,D,28.0464,1998,,0
15634,T,U,-0.434356184994,C,16.7577,1982,,0
4042,T,U,-0.569065519329,C,24.8204,1980,,0
9571,P,U,-0.569065519329,D,22.7856,1999,,0
4626,T,U,0.688221601134,D,2.0371,2003,,0
17060,P,U,-0.060163589618,C,12.504,2009,,0
2437,P,U,-0.509194704069,C,36.646,2004,,0
14002,T,IAB,-0.322098406381,D,14.3176,1981,,0
6514,P,U,0.12693270807,D,3.3444,1994,,0
5864,T,IAB,-0.569065519329,C,1.5979,2003,,0
18097,T,IAB,-0.322098406381,C,54.2034,2012,,0
1802,T,U,-0.509194704069,D,1.0429,1968,,0
17716,P,U,-0.434356184994,C,2.2272,2012,,0
8549,T,O,0.688221601134,D,2.9294,1992,,0
9127,T,U,0.688221601134,D,59.4953,1968,,0
1352,P,U,-0.322098406381,D,10.6801,2003,,0
4777,P,U,-0.322098406381,D,9.8488,2001,,0
11135,P,U,-0.322098406381,C,21.1689,1994,,0
14629,T,IAB,-0.569065519329,C,2.5335,1990,,0
9161,T,IAB,0.314029005758,D,24.1677,1991,,0
11539,T,IAB,-0.322098406381,C,12.2273,1980,,0
14298,T,IAB,-0.509194704069,C,6.3944,1979,,0
10017,T,U,0.688221601134,D,22.6823,1987,,0
3793,T,U,3.68176236414,M,0.6252,1973,,0
14836,P,U,-0.209840627768,D,16.9884,1998,,0
6885,T,IAB,-0.060163589618,D,2.1011,1977,,0
13381,T,IAB,-0.569065519329,C,2.4992,2006,,0
4607,T,U,-0.060163589618,D,24.7445,1990,,0
10894,T,U,-0.569065519329,C,0.4592,1981,,0
11877,P,U,-0.509194704069,C,3.9813,1993,,0
15457,T,IAB,-0.434356184994,C,9.5229,1983,,0
895,P,U,-0.322098406381,C,8.1389,1996,,0
2510,P,U,-0.434356184994,D,46.5489,2004,,0
13293,P,U,0.314029005758,D,3.0355,2006,,0
9673,T,U,-0.209840627768,D,24.968,1966,2013.0,0
10994,P,U,-0.322098406381,D,23.1841,1996,,0
2751,P,U,0.688221601134,D,8.676,2004,,0
1825,P,U,-0.322098406381,D,25.1031,2001,,0
19290,T,IAB,-0.434356184994,D,38.0332,2008,,0
15214,T,IAB,-0.322098406381,D,5.1286,1984,,0
16202,T,U,-0.569065519329,C,0.999,1975,,0
5598,T,IAB,-0.060163589618,C,1.8957,1973,,0
4555,T,IAB,-0.060163589618,C,35.3468,1987,,0
3947,T,IAB,-0.434356184994,C,2.8793,1973,,0
13484,T,IAB,-0.434356184994,C,2.0047,2006,,0
17250,P,U,-0.569065519329,C,40.6984,2008,,0
16265,P,U,-0.434356184994,D,40.0838,2007,,0
11726,P,U,-0.509194704069,C,28.0752,1993,,0
6721,T,IAB,-0.060163589618,D,7.0225,1989,,0
14050,T,U,-0.322098406381,C,48.4737,1988,,0
1539,P,U,-0.569065519329,C,7.3541,2004,,0
5674,P,U,-0.434356184994,C,14.4986,1998,,0
13393,P,U,-0.434356184994,C,6.2956,2006,,0
10298,T,IAB,-0.569065519329,C,5.4731,1987,,0
2445,P,U,-0.569065519329,C,14.064,2004,,0
12003,P,U,-0.434356184994,C,30.451,1996,,0
15791,T,IAB,-0.569065519329,D,0.2336,1973,,0
16194,P,U,-0.569065519329,D,14.5955,2007,,0
10587,T,U,-0.060163589618,C,68.8365,1972,,0
900,P,U,-0.322098406381,D,35.5765,1993,,0
18482,P,U,-0.569065519329,D,9.7084,2013,,0
15917,P,U,-0.322098406381,C,51.3877,1995,,0
17733,P,U,-0.569065519329,C,2.339,2012,,0
4922,P,U,-0.209840627768,D,47.4256,2001,,0
11998,P,U,0.688221601134,D,93.2151,2001,,1
4456,P,U,-0.322098406381,D,98.9066,1997,,0
1418,P,U,0.12693270807,D,1.7654,2001,,0
17154,T,IAB,-0.569065519329,C,0.5876,2007,,0
10424,T,U,2.18499198264,M,117.3094,1969,,0
13652,T,IAB,-0.060163589618,C,1.0943,2006,,0
9131,P,U,-0.509194704069,C,1.9855,1995,,0
10893,P,U,-0.569065519329,C,47.8972,1999,,0
5424,T,U,2.18499198264,M,28.0147,1983,,0
2710,P,U,-0.209840627768,D,234.6327,2004,,0
7529,T,IAB,-0.569065519329,D,15.4396,1979,,0
2899,T,O,-0.434356184994,M,339.5014,1987,,0
15823,P,U,-0.434356184994,C,8.9527,1999,,0
12105,P,U,0.12693270807,D,19.7676,2000,,0
7809,P,U,-0.060163589618,D,30.7863,1992,,0
10661,T,IAB,-0.569065519329,C,6.3217,2002,,0
17434,P,U,-0.569065519329,C,10.239,2010,,0
16933,T,IAB,-0.509194704069,D,0.6,2008,,0
7970,T,IAB,-0.434356184994,C,1.7996,1999,,0
6398,P,U,0.314029005758,D,27.2577,1994,,0
16375,T,IAB,-0.569065519329,D,0.6227,2007,,0
4869,P,U,2.18499198264,M,1.8404,1997,,0
1220,P,U,-0.509194704069,C,43.8972,2003,,0
10200,P,U,0.688221601134,D,6.0997,1996,,0
16668,T,O,-0.621452482682,C,196.5936,1959,,0
15544,T,IAB,-0.509194704069,C,2.9973,1975,,0
4296,T,IAB,-0.322098406381,C,3.9971,1979,,0
18651,T,IAB,-0.569065519329,C,4.3292,2013,,0
15831,P,U,-0.322098406381,C,15.203,1999,,0
12135,T,U,2.93337717339,M,3.5289,1979,,0
1014,P,U,-0.322098406381,D,5.496,2003,,0
14921,T,IAB,-0.060163589618,D,1.8367,2001,,0
13661,P,U,-0.434356184994,C,82.4625,2007,,0
429,P,U,0.12693270807,D,19.6337,2002,,0
6255,T,U,-0.434356184994,C,47.5735,1981,,0
17564,P,U,-0.209840627768,C,7.3616,1997,,0
18393,P,U,-0.322098406381,C,11.9921,2010,,0
16478,P,U,-0.322098406381,C,7.4388,2010,,0
9292,P,U,0.688221601134,D,1.3757,2003,,0
7507,T,U,-0.060163589618,D,67.425,1985,,0
9403,P,U,0.314029005758,D,36.1954,1994,,0
13516,P,U,-0.569065519329,D,3.4361,2006,,0
11169,P,U,-0.209840627768,D,41.6223,1999,,0
5700,T,IAB,-0.569065519329,C,1.0968,2004,,0
12290,T,U,0.12693270807,D,0.4767,1975,,0
1472,T,IAB,-0.509194704069,C,4.1194,1990,,0
3744,T,IAB,-0.509194704069,C,0.4031,1990,,0
3493,P,U,-0.434356184994,C,10.0793,2000,,0
5691,P,U,-0.322098406381,D,40.1802,1998,,0
13890,P,U,-0.434356184994,C,0.365,1993,,0
18976,P,U,-0.322098406381,D,114.0227,2013,,0
9298,T,IAB,0.12693270807,D,8.7937,1997,,0
9249,T,IAB,-0.434356184994,C,0.9986,1986,,0
8539,T,IAB,-0.509194704069,C,1.2376,2004,,0
1867,T,U,4.43014755489,M,0.3504,2004,,0
12871,P,U,-0.569065519329,C,8.6829,2005,,0
15611,T,IAB,-0.434356184994,C,0.9992,1973,,0
10183,T,IAB,-0.434356184994,C,1.0817,2005,,0
5814,T,U,0.688221601134,D,2.079,1986,,0
11973,T,U,-0.322098406381,D,32.6852,1979,,0
2397,P,U,-0.322098406381,D,76.9536,2004,,0
13996,T,IAB,-0.434356184994,C,0.3707,1981,,0
12958,P,U,0.688221601134,D,5.3191,1995,,0
4738,T,U,0.688221601134,D,146.6425,1992,2012.0,0
4041,T,IAB,-0.322098406381,C,3.4914,1976,,0
4342,T,IAB,-0.509194704069,C,2.9973,1995,,0
5096,P,U,0.12693270807,D,2.3081,1997,,0
6619,T,IAB,-0.434356184994,C,6.3288,1995,,0
1198,P,U,-0.509194704069,C,27.1727,2003,,0
5468,T,U,-0.322098406381,C,43.4553,1972,,0
3245,P,U,-0.434356184994,C,18.9948,2000,,0
18855,T,U,2.93337717339,M,4.2227,2013,,0
16586,T,IAB,-0.434356184994,C,0.6112,1979,,0
7499,T,U,1.06241419651,D,58.292,1989,,0
2249,P,U,-0.322098406381,D,38.2825,2004,,0
9716,T,U,2.18499198264,M,22.3514,1962,,0
10487,T,IAB,-0.434356184994,C,2.8278,1960,,0
18202,P,U,-0.569065519329,C,12.5971,2011,,0
16253,T,IAB,-0.569065519329,C,6.494,1975,,0
4201,T,U,2.93337717339,M,223.4435,1977,,0
1270,P,U,-0.209840627768,D,16.2088,2003,,0
11102,T,U,1.43660679189,D,63.5056,1975,,0
5113,T,IAB,0.314029005758,D,7.6038,1977,,0
17214,T,IAB,-0.569065519329,C,1.3456,2008,,0
13550,P,U,-0.569065519329,D,22.0208,2006,,0
6075,T,IAB,-0.322098406381,C,22.0013,1977,,0
18219,P,U,1.81079938726,M,80.6011,2012,,0
5467,T,IAB,-0.322098406381,D,8.5482,1972,,0
16218,P,U,0.688221601134,D,35.8574,2007,,0
