datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-01-02 11:00:00,winter,0,0,mist,14.76,16.665,71,16.9979,70
2011-01-02 12:00:00,winter,0,0,mist,14.76,16.665,66,19.9995,93
2011-01-02 13:00:00,winter,0,0,mist,14.76,17.425,66,8.9981,75
2011-01-02 14:00:00,winter,0,0,snow,14.76,17.425,76,12.998,59
2011-01-02 15:00:00,winter,0,0,snow,13.94,16.665,81,11.14,74
2011-01-02 16:00:00,winter,0,0,,13.94,16.665,71,11.14,76
2011-01-02 17:00:00,winter,0,0,clear,13.94,16.665,57,12.998,65
2011-01-02 18:00:00,winter,0,0,mist,14.76,16.665,46,22.28,53
2011-01-02 19:00:00,winter,0,0,clear,13.12,14.395,42,3.26,30
2011-01-02 20:00:00,,0,0,clear,12.3,13.635,39,23.9994,22
2011-01-02 21:00:00,winter,0,0,clear,10.66,11.365,44,22.28,31
2011-01-02 22:00:00,winter,0,0,clear,9.84,10.605,44,19.9995,9
2011-01-02 23:00:00,winter,0,0,clear,9.02,11.365,47,11.14,8
2011-01-03 00:00:00,winter,0,1,clear,9.02,9.85,44,23.9994,5
2011-01-03 01:00:00,winter,0,1,clear,8.2,8.335,44,27.9993,2
2011-01-03 04:00:00,winter,0,1,clear,6.56,6.82,47,26.27,1
2011-01-03 05:00:00,winter,0,1,clear,6.56,6.82,47,19.12,3
2011-01-03 06:00:00,,0,1,clear,5.74,5.305,50,26.27,30
2011-01-03 07:00:00,winter,0,1,clear,5.74,6.82,50,12.998,64
2011-01-03 08:00:00,winter,0,1,clear,5.74,6.06,50,19.12,154
2011-01-03 09:00:00,winter,0,1,clear,6.56,6.82,43,26.27,88
2011-01-03 10:00:00,winter,0,1,clear,7.38,8.335,43,16.9979,44
2011-01-03 11:00:00,winter,0,1,clear,8.2,9.09,40,22.28,51
2011-01-03 12:00:00,winter,0,1,clear,9.02,10.605,35,,61
2011-01-03 13:00:00,winter,0,1,clear,9.84,10.605,35,19.12,61
2011-01-03 14:00:00,winter,0,1,clear,10.66,12.12,30,19.12,77
2011-01-03 15:00:00,winter,0,1,clear,,12.12,30,16.9979,72
2011-01-03 16:00:00,winter,0,1,clear,10.66,12.12,30,16.9979,76
2011-01-03 17:00:00,winter,0,1,clear,9.84,11.365,30,15.13,157
2011-01-03 18:00:00,winter,0,1,clear,9.84,12.88,32,7.15,157
2011-01-03 19:00:00,winter,0,1,clear,8.2,12.88,47,,110
2011-01-03 20:00:00,winter,0,1,clear,8.2,11.365,47,7.15,52
2011-01-03 21:00:00,winter,0,1,clear,7.38,9.85,64,8.9981,52
2011-01-03 22:00:00,winter,0,1,clear,5.74,7.575,69,8.9981,20
2011-01-03 23:00:00,winter,0,1,clear,7.38,10.605,55,7.15,12
2011-01-04 00:00:00,winter,0,1,clear,6.56,9.09,55,7.15,5
2011-01-04 01:00:00,winter,0,1,clear,,9.09,59,7.15,2
2011-01-04 02:00:00,winter,0,1,clear,5.74,7.575,63,8.9981,1
2011-01-04 04:00:00,winter,0,1,clear,5.74,9.09,63,,2
2011-01-04 05:00:00,winter,0,1,clear,4.92,7.575,68,7.15,4
2011-01-04 06:00:00,winter,0,1,clear,4.92,7.575,74,7.15,36
2011-01-04 07:00:00,,0,1,clear,4.92,7.575,74,,94
2011-01-04 08:00:00,winter,0,1,clear,5.74,7.575,69,11.14,179
2011-01-04 09:00:00,winter,0,1,clear,6.56,7.575,64,15.13,100
2011-01-04 10:00:00,winter,0,1,mist,6.56,6.82,69,,42
2011-01-04 11:00:00,,0,1,clear,9.02,10.605,51,19.9995,57
2011-01-04 12:00:00,,0,1,clear,9.02,11.365,51,11.14,78
2011-01-04 13:00:00,winter,0,1,,9.84,11.365,56,12.998,97
2011-01-04 14:00:00,winter,0,1,clear,10.66,12.88,52,15.13,63
2011-01-04 15:00:00,winter,0,1,clear,11.48,13.635,52,16.9979,65
2011-01-04 16:00:00,winter,0,1,clear,12.3,14.395,49,16.9979,83
2011-01-04 17:00:00,winter,0,1,clear,11.48,13.635,48,,212
2011-01-04 18:00:00,winter,0,1,clear,10.66,12.88,48,12.998,182
2011-01-04 19:00:00,winter,0,1,clear,9.84,12.88,48,7.15,112
2011-01-04 20:00:00,winter,0,1,clear,9.84,12.88,48,7.15,54
2011-01-04 21:00:00,winter,0,1,clear,9.02,13.635,64,,48
2011-01-04 22:00:00,winter,0,1,clear,9.02,12.88,64,,35
2011-01-04 23:00:00,winter,0,1,clear,8.2,11.365,69,6.32,11
2011-01-05 00:00:00,winter,0,1,clear,8.2,12.88,64,,6
2011-01-05 01:00:00,winter,0,1,clear,,9.85,74,6.32,6
2011-01-05 02:00:00,winter,0,1,clear,6.56,9.85,74,6.32,2
2011-01-05 04:00:00,winter,0,1,clear,9.84,11.365,48,15.13,2
2011-01-05 05:00:00,winter,0,1,clear,9.02,11.365,47,11.14,3
2011-01-05 06:00:00,winter,0,1,,8.2,9.85,47,,33
2011-01-05 07:00:00,,0,1,clear,7.38,9.09,43,12.998,88
2011-01-05 08:00:00,winter,0,1,clear,8.2,9.09,40,19.9995,195
2011-01-05 09:00:00,winter,0,1,clear,9.02,9.85,37,22.28,115
2011-01-05 10:00:00,winter,0,1,clear,9.02,9.85,37,22.28,57
2011-01-05 11:00:00,winter,0,1,clear,10.66,11.365,33,22.28,46
2011-01-05 12:00:00,winter,0,1,clear,10.66,11.365,33,22.28,79
2011-01-05 13:00:00,winter,0,1,clear,11.48,12.88,30,19.9995,71
2011-01-05 14:00:00,winter,0,1,clear,12.3,14.395,28,12.998,62
2011-01-05 15:00:00,winter,0,1,clear,12.3,14.395,28,12.998,62
2011-01-05 16:00:00,winter,0,1,clear,12.3,15.91,28,,89
2011-01-05 17:00:00,winter,0,1,clear,9.84,11.365,38,12.998,190
2011-01-05 18:00:00,,0,1,clear,9.84,12.12,38,8.9981,169
2011-01-05 19:00:00,winter,0,1,clear,,12.88,38,7.15,132
2011-01-05 20:00:00,winter,0,1,clear,9.02,11.365,47,11.14,89
2011-01-05 21:00:00,winter,0,1,clear,8.2,9.85,51,,43
2011-01-05 22:00:00,,0,1,clear,,9.85,55,,42
2011-01-05 23:00:00,winter,0,1,clear,8.2,12.88,47,,19
2011-01-06 00:00:00,winter,0,1,clear,7.38,12.12,55,,11
2011-01-06 01:00:00,winter,0,1,clear,6.56,11.365,64,,4
2011-01-06 02:00:00,winter,0,1,clear,6.56,11.365,64,,2
2011-01-06 04:00:00,winter,0,1,mist,6.56,9.85,64,6.32,1
2011-01-06 05:00:00,winter,0,1,mist,5.74,9.09,69,6.32,4
2011-01-06 06:00:00,winter,0,1,mist,5.74,8.335,63,7.15,36
2011-01-06 07:00:00,winter,0,1,mist,6.56,11.365,59,,95
2011-01-06 08:00:00,winter,0,1,clear,6.56,11.365,59,,219
2011-01-06 09:00:00,winter,0,1,mist,7.38,12.12,51,,122
2011-01-06 10:00:00,winter,0,1,clear,8.2,12.88,47,,45
2011-01-06 11:00:00,winter,0,1,clear,9.02,12.88,44,6.32,59
2011-01-06 12:00:00,winter,0,1,clear,10.66,14.395,35,,84
2011-01-06 13:00:00,winter,0,1,clear,10.66,13.635,35,7.15,67
2011-01-06 14:00:00,winter,0,1,clear,11.48,13.635,36,11.14,70
2011-01-06 15:00:00,winter,0,1,clear,11.48,13.635,36,,62
2011-01-06 16:00:00,winter,0,1,clear,10.66,12.88,38,11.14,86
2011-01-06 17:00:00,winter,0,1,clear,9.02,11.365,51,11.14,172
2011-01-06 18:00:00,winter,0,1,clear,9.02,11.365,51,8.9981,163
2011-01-06 19:00:00,winter,0,1,clear,9.02,12.88,55,6.32,112
2011-01-06 20:00:00,winter,0,1,clear,8.2,10.605,51,11.14,69
2011-01-06 21:00:00,winter,0,1,mist,9.02,10.605,55,15.13,48
2011-01-06 22:00:00,winter,0,1,mist,9.02,10.605,51,19.12,52
2011-01-06 23:00:00,,0,1,mist,,9.85,59,12.998,23
2011-01-07 00:00:00,winter,0,1,mist,8.2,9.85,64,12.998,17
2011-01-07 01:00:00,winter,0,1,mist,,9.85,69,15.13,7
2011-01-07 02:00:00,winter,0,1,mist,8.2,9.85,69,15.13,1
2011-01-07 04:00:00,winter,0,1,mist,8.2,10.605,69,8.9981,1
2011-01-07 05:00:00,winter,0,1,snow,9.02,13.635,55,,5
2011-01-07 06:00:00,winter,0,1,mist,,12.88,69,,34
2011-01-07 07:00:00,winter,0,1,clear,8.2,10.605,69,8.9981,84
2011-01-07 08:00:00,winter,0,1,clear,8.2,9.85,51,16.9979,210
2011-01-07 09:00:00,winter,0,1,,8.2,9.09,47,19.9995,134
2011-01-07 10:00:00,winter,0,1,clear,9.02,9.85,37,,63
2011-01-07 11:00:00,winter,0,1,mist,,9.85,40,,67
2011-01-07 12:00:00,winter,0,1,mist,8.2,9.85,37,16.9979,59
2011-01-07 13:00:00,,0,1,mist,,9.09,37,19.12,73
2011-01-07 14:00:00,winter,0,1,mist,8.2,9.85,40,,50
2011-01-07 15:00:00,winter,0,1,mist,8.2,10.605,37,11.14,72
2011-01-07 16:00:00,winter,0,1,mist,8.2,10.605,37,11.14,87
2011-01-07 17:00:00,winter,0,1,mist,8.2,12.88,37,,187
2011-01-07 18:00:00,winter,0,1,clear,8.2,11.365,40,6.32,123
2011-01-07 19:00:00,winter,0,1,clear,6.56,9.85,55,6.32,95
2011-01-07 20:00:00,winter,0,1,clear,7.38,10.605,47,,51
2011-01-07 21:00:00,winter,0,1,clear,7.38,9.85,47,8.9981,39
2011-01-07 22:00:00,winter,0,1,mist,7.38,9.85,43,11.14,36
2011-01-07 23:00:00,winter,0,1,mist,7.38,9.85,51,11.14,15
2011-01-08 00:00:00,winter,0,0,,7.38,9.85,51,11.14,25
2011-01-08 01:00:00,winter,0,0,mist,7.38,10.605,55,6.32,16
2011-01-08 02:00:00,winter,0,0,mist,7.38,12.12,55,,16
2011-01-08 03:00:00,winter,0,0,snow,7.38,9.85,55,11.14,7
2011-01-08 04:00:00,winter,0,0,snow,7.38,9.85,55,11.14,1
2011-01-08 05:00:00,winter,0,0,,,8.335,74,11.14,5
2011-01-08 06:00:00,winter,0,0,mist,6.56,8.335,74,11.14,2
2011-01-08 07:00:00,winter,0,0,mist,6.56,9.09,74,7.15,9
2011-01-08 08:00:00,winter,0,0,snow,6.56,9.09,93,7.15,15
2011-01-08 09:00:00,winter,0,0,snow,6.56,9.09,93,7.15,20
2011-01-08 10:00:00,winter,0,0,mist,7.38,9.85,80,11.14,61
2011-01-08 11:00:00,,0,0,mist,8.2,9.09,69,26.27,62
2011-01-08 12:00:00,winter,0,0,mist,8.2,9.09,59,23.9994,98
2011-01-08 13:00:00,winter,0,0,clear,8.2,9.09,44,22.28,102
2011-01-08 14:00:00,winter,0,0,,,8.335,32,32.9975,95
2011-01-08 15:00:00,winter,0,0,clear,8.2,8.335,32,3.26,74
2011-01-08 16:00:00,winter,0,0,,,6.82,29,3.26,76
2011-01-08 17:00:00,winter,0,0,clear,6.56,6.06,37,36.9974,69
2011-01-08 18:00:00,winter,0,0,clear,5.74,6.06,39,19.9995,55
2011-01-08 19:00:00,winter,0,0,clear,5.74,6.06,36,16.9979,30
2011-01-08 20:00:00,winter,0,0,clear,,6.06,36,16.9979,28
2011-01-08 21:00:00,winter,0,0,clear,4.92,5.305,39,23.9994,37
2011-01-08 22:00:00,,0,0,clear,4.92,5.305,36,26.27,34
2011-01-08 23:00:00,winter,0,0,clear,4.1,3.03,39,3.26,22
2011-01-09 00:00:00,winter,0,0,clear,4.1,3.79,42,26.27,25
2011-01-09 01:00:00,winter,0,0,clear,4.1,3.03,42,31.9,12
2011-01-09 02:00:00,winter,0,0,clear,4.1,3.03,46,,11
2011-01-09 03:00:00,winter,0,0,clear,4.1,3.79,46,27.9993,4
2011-01-09 04:00:00,winter,0,0,clear,3.28,4.545,53,12.998,1
2011-01-09 05:00:00,winter,0,0,clear,3.28,4.545,53,12.998,1
2011-01-09 06:00:00,winter,0,0,clear,4.1,4.545,49,19.12,1
2011-01-09 07:00:00,winter,0,0,clear,,4.545,53,12.998,6
2011-01-09 08:00:00,winter,0,0,,,4.545,49,19.12,10
2011-01-09 09:00:00,winter,0,0,clear,4.92,3.79,46,35.8,19
2011-01-09 10:00:00,winter,0,0,clear,,5.305,43,26.27,49
2011-01-09 11:00:00,winter,0,0,clear,,6.06,40,35.8,49
2011-01-09 12:00:00,winter,0,0,clear,7.38,6.82,37,3.26,83
2011-01-09 13:00:00,winter,0,0,clear,,8.335,34,3.26,75
2011-01-09 14:00:00,winter,0,0,clear,9.02,9.09,32,31.9,72
2011-01-09 15:00:00,winter,0,0,clear,9.02,9.85,35,23.9994,82
2011-01-09 16:00:00,winter,0,0,clear,8.2,8.335,34,,92
2011-01-09 17:00:00,winter,0,0,clear,,7.575,37,26.27,62
2011-01-09 18:00:00,winter,0,0,clear,6.56,6.82,40,22.28,48
2011-01-09 19:00:00,winter,0,0,clear,6.56,6.82,43,22.28,41
2011-01-09 20:00:00,winter,0,0,clear,5.74,6.06,46,16.9979,38
2011-01-09 21:00:00,winter,0,0,clear,5.74,5.305,46,,20
2011-01-09 22:00:00,winter,0,0,clear,5.74,6.06,46,19.9995,15
2011-01-09 23:00:00,winter,0,0,clear,4.92,6.82,50,12.998,6
2011-01-10 00:00:00,winter,0,1,clear,4.92,6.06,50,19.12,5
2011-01-10 01:00:00,winter,0,1,clear,4.92,6.06,50,19.12,1
2011-01-10 02:00:00,winter,0,1,clear,4.92,6.06,50,15.13,3
2011-01-10 03:00:00,winter,0,1,clear,4.92,6.06,50,15.13,1
2011-01-10 04:00:00,winter,0,1,clear,4.1,6.06,54,8.9981,3
2011-01-10 05:00:00,winter,0,1,clear,4.1,5.305,54,16.9979,3
2011-01-10 06:00:00,winter,0,1,,4.92,6.06,50,19.12,31
2011-01-10 07:00:00,winter,0,1,clear,4.92,6.06,50,15.13,77
2011-01-10 08:00:00,winter,0,1,mist,4.92,6.06,50,19.12,188
2011-01-10 09:00:00,winter,0,1,mist,5.74,6.06,50,16.9979,94
2011-01-10 10:00:00,winter,0,1,mist,5.74,6.06,50,19.9995,31
2011-01-10 11:00:00,winter,0,1,mist,6.56,6.82,47,19.12,30
2011-01-10 12:00:00,winter,0,1,mist,8.2,9.09,40,19.12,52
2011-01-10 13:00:00,winter,0,1,mist,,9.09,40,,54
2011-01-10 14:00:00,winter,0,1,mist,8.2,9.85,40,15.13,47
2011-01-10 15:00:00,winter,0,1,mist,8.2,9.85,40,15.13,45
2011-01-10 16:00:00,winter,0,1,clear,8.2,10.605,40,8.9981,74
2011-01-10 17:00:00,winter,0,1,clear,8.2,11.365,40,7.15,178
2011-01-10 18:00:00,winter,0,1,,8.2,9.85,40,15.13,155
2011-01-10 19:00:00,,0,1,clear,6.56,8.335,47,11.14,95
2011-01-10 20:00:00,winter,0,1,clear,6.56,8.335,50,11.14,74
2011-01-10 21:00:00,winter,0,1,clear,,6.82,59,12.998,38
2011-01-10 22:00:00,winter,0,1,clear,5.74,7.575,59,11.14,24
2011-01-10 23:00:00,winter,0,1,clear,5.74,7.575,59,11.14,18
2011-01-11 00:00:00,,0,1,clear,5.74,8.335,59,,12
2011-01-11 01:00:00,winter,0,1,clear,5.74,7.575,59,11.14,3
2011-01-11 02:00:00,winter,0,1,mist,6.56,7.575,55,12.998,3
2011-01-11 05:00:00,,0,1,mist,,9.09,55,8.9981,6
2011-01-11 06:00:00,winter,0,1,mist,6.56,9.09,55,,27
2011-01-11 07:00:00,winter,0,1,mist,6.56,11.365,55,,99
2011-01-11 08:00:00,winter,0,1,mist,,10.605,51,6.32,217
2011-01-11 09:00:00,winter,0,1,mist,7.38,9.85,51,11.14,130
2011-01-11 10:00:00,winter,0,1,,,10.605,51,11.14,54
2011-01-11 11:00:00,winter,0,1,mist,8.2,10.605,47,8.9981,35
2011-01-11 12:00:00,winter,0,1,mist,8.2,11.365,51,7.15,57
2011-01-11 13:00:00,winter,0,1,mist,8.2,11.365,59,,52
2011-01-11 14:00:00,winter,0,1,mist,8.2,11.365,59,6.32,63
2011-01-11 15:00:00,winter,0,1,,6.56,9.85,80,6.32,47
2011-01-11 16:00:00,winter,0,1,mist,6.56,7.575,86,15.13,76
2011-01-11 17:00:00,winter,0,1,mist,6.56,7.575,86,15.13,136
2011-01-11 18:00:00,winter,0,1,snow,6.56,9.09,93,7.15,95
2011-01-11 19:00:00,winter,0,1,snow,6.56,11.365,93,,51
2011-01-11 20:00:00,winter,0,1,,6.56,7.575,93,12.998,32
2011-01-11 21:00:00,winter,0,1,snow,6.56,9.85,86,6.32,20
2011-01-11 22:00:00,winter,0,1,snow,6.56,9.09,93,7.15,29
2011-01-11 23:00:00,winter,0,1,snow,6.56,9.85,93,6.32,19
2011-01-12 00:00:00,winter,0,1,mist,,9.85,86,6.32,7
2011-01-12 01:00:00,winter,0,1,mist,6.56,9.09,86,7.15,6
2011-01-12 02:00:00,winter,0,1,clear,5.74,7.575,86,8.9981,1
2011-01-12 05:00:00,winter,0,1,clear,5.74,7.575,86,11.14,5
2011-01-12 06:00:00,winter,0,1,clear,4.92,7.575,93,8.9981,16
2011-01-12 07:00:00,winter,0,1,clear,5.74,7.575,69,8.9981,54
2011-01-12 08:00:00,,0,1,clear,6.56,8.335,59,11.14,128
2011-01-12 09:00:00,winter,0,1,clear,6.56,6.82,59,22.28,81
2011-01-12 10:00:00,winter,0,1,clear,7.38,9.09,55,15.13,39
2011-01-12 11:00:00,winter,0,1,clear,8.2,9.09,51,26.27,35
2011-01-12 12:00:00,winter,0,1,,8.2,7.575,47,39.7,55
2011-01-12 13:00:00,winter,0,1,clear,9.02,9.85,44,23.9994,49
2011-01-12 14:00:00,winter,0,1,clear,8.2,9.09,47,22.28,44
2011-01-12 15:00:00,winter,0,1,clear,8.2,8.335,47,27.9993,49
2011-01-12 16:00:00,winter,0,1,clear,9.02,9.85,44,22.28,68
2011-01-12 17:00:00,winter,0,1,clear,8.2,9.09,47,,139
2011-01-12 18:00:00,winter,0,1,clear,8.2,7.575,47,35.8,137
2011-01-12 19:00:00,winter,0,1,clear,7.38,7.575,47,27.9993,83
2011-01-12 20:00:00,winter,0,1,clear,6.56,6.82,50,22.28,56
2011-01-12 21:00:00,winter,0,1,clear,6.56,6.82,55,22.28,57
2011-01-12 22:00:00,winter,0,1,clear,6.56,6.06,55,3.26,33
2011-01-12 23:00:00,winter,0,1,clear,5.74,5.305,59,27.9993,20
2011-01-13 00:00:00,winter,0,1,clear,5.74,6.06,59,19.12,7
2011-01-13 01:00:00,winter,0,1,clear,5.74,6.06,50,19.12,2
2011-01-13 02:00:00,winter,0,1,,5.74,6.06,50,23.9994,2
2011-01-13 03:00:00,winter,0,1,clear,5.74,6.06,50,22.28,3
2011-01-13 04:00:00,,0,1,clear,,6.06,50,16.9979,4
2011-01-13 05:00:00,,0,1,clear,5.74,6.06,50,19.9995,3
2011-01-13 06:00:00,winter,0,1,clear,,7.575,54,8.9981,28
2011-01-13 07:00:00,winter,0,1,clear,4.92,7.575,54,8.9981,72
2011-01-13 08:00:00,winter,0,1,clear,,6.82,50,12.998,202
2011-01-13 09:00:00,winter,0,1,clear,5.74,6.06,50,22.28,139
2011-01-13 10:00:00,winter,0,1,mist,6.56,6.82,50,,38
2011-01-13 11:00:00,winter,0,1,mist,8.2,8.335,44,3.26,37
2011-01-13 12:00:00,winter,0,1,clear,8.2,8.335,44,27.9993,52
2011-01-13 13:00:00,winter,0,1,clear,9.02,9.85,41,3.26,83
2011-01-13 14:00:00,winter,0,1,clear,9.02,9.85,41,26.27,42
2011-01-13 15:00:00,winter,0,1,clear,9.84,10.605,38,,60
2011-01-13 16:00:00,winter,0,1,clear,,10.605,38,23.9994,78
2011-01-13 17:00:00,,0,1,clear,8.2,9.09,40,19.12,162
2011-01-13 18:00:00,winter,0,1,clear,8.2,9.09,40,22.28,144
2011-01-13 19:00:00,winter,0,1,,,7.575,47,16.9979,99
2011-01-13 20:00:00,winter,0,1,clear,6.56,7.575,47,,64
2011-01-13 21:00:00,winter,0,1,clear,5.74,6.06,46,19.9995,40
2011-01-13 22:00:00,winter,0,1,clear,5.74,6.06,46,22.28,30
2011-01-13 23:00:00,winter,0,1,,4.92,6.82,50,12.998,15
2011-01-14 00:00:00,winter,0,1,clear,4.92,6.82,50,12.998,14
2011-01-14 01:00:00,winter,0,1,clear,,6.06,54,11.14,5
2011-01-14 02:00:00,winter,0,1,clear,4.1,6.06,54,8.9981,1
2011-01-14 03:00:00,winter,0,1,clear,4.1,6.82,54,7.15,1
2011-01-14 05:00:00,winter,0,1,,4.1,6.82,54,6.32,8
2011-01-14 06:00:00,winter,0,1,clear,4.1,9.09,54,,17
2011-01-14 07:00:00,,0,1,clear,4.1,6.06,74,11.14,70
2011-01-14 08:00:00,winter,0,1,clear,4.92,8.335,68,,158
2011-01-14 09:00:00,winter,0,1,clear,,7.575,69,8.9981,117
2011-01-14 10:00:00,winter,0,1,clear,7.38,9.09,55,12.998,44
2011-01-14 11:00:00,winter,0,1,clear,7.38,8.335,51,19.12,53
2011-01-14 12:00:00,,0,1,clear,8.2,9.85,44,16.9979,61
2011-01-14 13:00:00,winter,0,1,clear,9.02,9.85,37,26.27,77
2011-01-14 14:00:00,,0,1,clear,9.02,10.605,41,19.12,64
2011-01-14 15:00:00,winter,0,1,clear,9.84,12.12,38,,68
2011-01-14 16:00:00,winter,0,1,clear,9.02,12.12,41,7.15,90
2011-01-14 17:00:00,winter,0,1,clear,9.02,11.365,41,11.14,159
2011-01-14 18:00:00,,0,1,clear,8.2,12.88,47,,139
2011-01-14 19:00:00,winter,0,1,clear,6.56,9.85,59,,92
2011-01-14 20:00:00,winter,0,1,clear,7.38,12.12,59,,68
2011-01-14 21:00:00,winter,0,1,clear,6.56,11.365,69,,52
2011-01-14 22:00:00,winter,0,1,mist,6.56,11.365,69,,36
2011-01-14 23:00:00,winter,0,1,mist,7.38,12.12,55,,27
2011-01-15 00:00:00,winter,0,0,clear,7.38,12.12,55,,28
2011-01-15 01:00:00,winter,0,0,mist,6.56,9.85,59,6.32,20
2011-01-15 02:00:00,winter,0,0,mist,6.56,9.85,59,,12
2011-01-15 03:00:00,winter,0,0,mist,6.56,11.365,59,,8
2011-01-15 04:00:00,winter,0,0,mist,6.56,11.365,59,,5
2011-01-15 05:00:00,winter,0,0,clear,6.56,11.365,59,,1
2011-01-15 06:00:00,winter,0,0,clear,5.74,8.335,63,7.15,3
2011-01-15 07:00:00,winter,0,0,clear,5.74,10.605,63,,10
2011-01-15 08:00:00,winter,0,0,clear,5.74,7.575,63,8.9981,23
2011-01-15 09:00:00,winter,0,0,clear,6.56,9.09,64,8.9981,33
2011-01-15 10:00:00,winter,0,0,clear,7.38,9.85,59,11.14,59
2011-01-15 11:00:00,winter,0,0,,8.2,9.85,55,15.13,72
2011-01-15 12:00:00,winter,0,0,clear,,11.365,48,15.13,89
2011-01-15 13:00:00,winter,0,0,,11.48,12.88,38,19.9995,101
2011-01-15 14:00:00,winter,0,0,clear,12.3,14.395,39,,118
2011-01-15 15:00:00,winter,0,0,mist,13.12,15.91,36,12.998,129
2011-01-15 16:00:00,winter,0,0,mist,13.94,16.665,34,12.998,128
2011-01-15 17:00:00,winter,0,0,,13.12,15.15,36,19.12,83
2011-01-15 18:00:00,,0,0,mist,12.3,14.395,45,16.9979,84
2011-01-15 19:00:00,winter,0,0,mist,13.12,15.15,39,16.9979,74
2011-01-15 20:00:00,winter,0,0,mist,13.12,15.15,39,16.9979,41
2011-01-15 21:00:00,,0,0,mist,,15.15,39,15.13,57
2011-01-15 22:00:00,winter,0,0,mist,12.3,15.91,42,7.15,26
2011-01-15 23:00:00,winter,0,0,clear,12.3,14.395,45,19.12,44
2011-01-16 00:00:00,winter,0,0,clear,10.66,15.15,56,,39
2011-01-16 01:00:00,winter,0,0,clear,10.66,13.635,56,8.9981,23
2011-01-16 02:00:00,winter,0,0,,10.66,14.395,56,6.32,16
2011-01-16 03:00:00,winter,0,0,,9.02,13.635,69,,15
2011-01-16 04:00:00,winter,0,0,clear,10.66,12.88,56,11.14,1
2011-01-16 05:00:00,winter,0,0,mist,10.66,12.88,56,,2
2011-01-16 06:00:00,winter,0,0,,10.66,12.88,56,11.14,1
2011-01-16 07:00:00,winter,0,0,mist,9.84,10.605,56,19.9995,3
2011-01-16 08:00:00,winter,0,0,clear,9.02,10.605,55,19.12,18
2011-01-16 09:00:00,winter,0,0,,9.02,10.605,51,16.9979,32
2011-01-16 10:00:00,winter,0,0,clear,,10.605,51,19.12,79
2011-01-16 11:00:00,winter,0,0,clear,9.84,11.365,44,16.9979,93
2011-01-16 12:00:00,winter,0,0,clear,9.84,10.605,41,19.12,104
2011-01-16 13:00:00,winter,0,0,clear,10.66,11.365,35,19.9995,118
2011-01-16 14:00:00,winter,0,0,clear,11.48,13.635,36,16.9979,91
2011-01-16 15:00:00,winter,0,0,,10.66,12.12,38,,113
2011-01-16 16:00:00,winter,0,0,clear,9.84,11.365,38,15.13,99
2011-01-16 17:00:00,winter,0,0,clear,,10.605,37,16.9979,105
