id,pclass,sex,age,sibsp,parch,fare,cabin,embarked,survived
121,3,1,42.0,0,1,8.4042,186,2,0
122,1,1,36.0,0,1,512.3292,45,0,1
123,3,1,20.0,0,0,7.2292,186,0,1
124,1,1,24.0,0,0,79.2,58,0,0
125,3,1,9.0,0,2,20.525,186,2,1
126,1,0,-1.0,0,0,79.2,186,0,1
127,2,0,41.0,0,1,19.5,186,2,1
128,3,1,-1.0,0,0,8.7125,186,2,0
129,3,1,-1.0,0,0,15.1,186,2,0
130,3,1,-1.0,0,0,56.4958,186,2,1
131,3,1,17.0,1,0,7.0542,186,2,0
132,2,1,-1.0,0,0,10.7083,186,1,0
133,1,0,22.0,0,1,55.0,155,2,1
134,2,1,66.0,0,0,10.5,186,2,0
135,2,1,24.0,2,0,31.5,186,2,0
136,1,1,45.0,0,0,26.55,36,2,0
137,2,1,70.0,0,0,10.5,186,2,0
138,3,1,-1.0,0,0,7.7333,186,1,0
139,1,1,31.0,0,0,28.5375,93,0,1
140,3,1,-1.0,1,0,15.5,186,1,0
141,3,1,24.0,0,0,7.05,186,2,0
142,1,1,45.0,1,0,83.475,105,2,0
143,2,1,32.5,1,0,30.0708,186,0,0
144,3,1,25.0,0,0,7.7417,186,1,0
145,2,1,32.0,0,0,10.5,186,2,0
146,3,1,33.0,0,0,7.8958,186,0,0
147,2,0,33.0,0,2,26.0,186,2,1
148,2,1,34.0,1,0,21.0,186,2,0
149,1,1,55.0,1,1,93.5,50,2,0
150,1,0,36.0,0,0,31.6792,11,0,0
151,3,1,39.0,0,0,7.925,186,2,0
152,2,0,4.0,2,1,39.0,183,2,1
153,3,0,37.0,0,0,7.75,186,1,0
154,3,0,23.0,0,0,7.8542,186,2,1
155,2,0,7.0,0,2,26.25,186,2,1
156,1,1,18.0,1,0,108.9,98,0,0
157,3,1,10.0,4,1,29.125,186,1,0
158,1,0,47.0,1,1,52.5542,131,2,1
159,1,0,29.0,0,0,221.7792,115,2,1
160,3,1,25.0,0,0,7.925,186,2,0
161,2,1,28.0,0,0,26.0,186,2,0
162,3,1,-1.0,0,0,7.3125,186,2,0
163,2,1,54.0,1,0,26.0,186,2,0
164,3,1,18.0,0,0,7.75,186,2,0
165,3,0,22.0,2,0,8.6625,186,2,0
166,2,1,30.0,0,0,13.0,186,2,0
167,2,1,34.0,1,0,26.0,186,2,0
168,3,0,3.0,1,1,13.775,186,2,0
169,3,1,21.0,0,0,7.775,186,2,0
170,3,1,55.5,0,0,8.05,186,2,0
171,1,1,27.0,0,2,211.5,104,0,0
172,3,1,-1.0,1,0,19.9667,186,2,0
173,3,1,-1.0,0,0,7.75,186,1,0
174,2,0,-1.0,0,0,33.0,186,2,1
175,3,1,1.0,1,2,20.575,186,2,1
176,3,0,22.0,0,0,8.9625,186,2,1
177,3,1,20.0,0,0,9.225,186,2,0
178,3,1,-1.0,1,0,16.1,186,2,0
179,1,1,64.0,1,0,75.25,133,0,0
180,3,1,31.0,0,0,7.925,186,2,1
181,2,1,23.0,0,0,13.0,186,2,0
182,3,1,44.0,0,0,8.05,186,2,0
183,1,1,54.0,0,0,51.8625,163,2,0
184,3,0,4.0,0,1,13.4167,186,0,1
185,1,0,40.0,0,0,153.4625,72,2,1
186,3,1,3.0,1,1,15.9,186,2,1
187,2,1,19.0,1,1,36.75,186,2,0
188,3,0,-1.0,0,0,7.8292,186,1,1
189,2,1,19.0,0,0,10.5,186,2,0
190,1,1,47.0,0,0,38.5,169,2,0
191,1,1,-1.0,0,0,30.5,65,2,1
192,1,1,39.0,0,0,0.0,15,2,0
193,3,1,-1.0,0,0,7.8958,186,2,0
194,3,1,-1.0,0,0,7.8958,186,2,0
195,3,0,-1.0,0,0,7.75,186,1,1
196,3,1,0.8333,0,1,9.35,186,2,1
197,2,0,19.0,0,0,13.0,186,2,1
198,2,0,8.0,0,2,26.25,186,2,1
199,1,0,24.0,3,2,263.0,80,2,1
200,3,1,-1.0,1,0,7.75,186,1,0
201,1,1,-1.0,0,0,30.0,137,2,1
202,3,1,-1.0,0,0,9.5,186,2,0
203,1,1,47.0,1,0,227.525,97,0,0
204,2,1,32.0,2,0,73.5,186,2,0
205,3,0,-1.0,0,0,7.75,186,1,1
206,3,0,18.0,0,0,9.8417,186,2,1
207,2,0,27.0,1,0,21.0,186,2,0
208,3,1,-1.0,0,0,7.2292,186,0,0
209,1,0,33.0,1,0,53.1,173,2,1
210,3,1,-1.0,1,9,69.55,186,2,0
211,3,1,26.5,0,0,7.225,186,0,0
212,2,1,36.0,1,2,27.75,186,2,0
213,3,0,-1.0,8,2,69.55,186,2,0
214,3,0,0.75,2,1,19.2583,186,0,1
215,1,1,45.0,0,0,35.5,185,2,0
216,3,1,32.0,0,0,7.925,186,2,0
217,1,0,33.0,1,0,90.0,102,1,1
218,3,1,30.5,0,0,8.05,186,2,0
219,1,1,58.0,0,2,113.275,140,0,0
220,3,1,-1.0,0,0,7.75,186,1,0
221,3,1,-1.0,0,0,7.25,186,2,0
222,2,0,34.0,0,1,23.0,186,2,1
223,2,0,22.0,1,1,29.0,186,2,1
224,3,1,38.0,0,0,7.05,186,2,0
225,3,1,18.0,0,0,8.3,186,2,0
226,3,1,-1.0,0,0,7.8958,186,2,0
227,1,1,64.0,1,4,263.0,80,2,0
228,3,1,32.0,0,0,7.75,186,1,0
229,3,1,15.0,1,1,7.2292,186,0,0
230,1,1,65.0,0,1,61.9792,32,0,0
231,2,1,52.0,0,0,13.5,186,2,0
232,3,1,32.0,0,0,7.775,186,2,1
233,2,0,18.0,0,1,23.0,186,2,1
234,3,1,25.0,1,0,7.775,186,2,0
235,1,1,-1.0,0,0,0.0,186,2,0
236,3,1,32.0,0,0,8.3625,186,2,0
237,1,0,50.0,0,1,247.5208,48,0,1
238,3,1,-1.0,1,0,14.4542,186,0,0
239,1,0,22.0,0,1,59.4,186,0,1
240,2,1,31.0,1,1,37.0042,186,0,0
241,2,0,28.0,1,0,26.0,186,2,1
242,3,1,19.0,0,0,6.75,186,1,0
243,3,1,16.0,2,0,18.0,186,2,0
244,3,1,-1.0,0,0,7.55,186,2,0
245,3,0,36.0,0,2,15.9,186,2,1
246,2,1,28.0,0,0,10.5,186,2,0
247,1,0,21.0,0,0,26.55,186,2,1
248,2,0,4.0,1,1,23.0,186,2,1
249,1,0,21.0,0,0,77.9583,146,2,1
250,3,0,37.0,0,0,9.5875,186,2,0
251,1,1,80.0,0,0,30.0,8,2,1
252,3,1,10.0,3,2,27.9,186,2,0
253,3,0,30.0,0,0,8.6625,186,2,0
254,1,1,56.0,0,0,30.6958,18,0,0
255,2,0,-1.0,0,0,12.35,148,1,1
256,1,0,24.0,0,0,83.1583,94,0,1
257,3,0,22.0,0,0,39.6875,186,2,0
258,2,0,14.0,1,0,30.0708,186,0,1
259,3,1,17.0,0,0,8.6625,186,2,0
260,3,1,25.0,0,0,7.25,186,2,0
261,3,1,-1.0,1,2,23.45,186,2,0
262,2,1,42.0,0,0,13.0,186,2,1
263,3,0,35.0,0,0,7.75,186,1,0
264,3,0,22.0,0,0,7.75,186,2,1
265,1,1,46.0,0,0,79.2,57,0,0
266,3,0,32.0,1,1,15.5,186,1,0
267,3,1,-1.0,0,0,7.225,186,0,0
268,2,0,5.0,1,2,27.75,186,2,1
269,3,1,-1.0,0,0,7.2292,186,0,0
270,1,1,-1.0,0,0,30.6958,186,0,0
271,2,0,20.0,2,1,23.0,186,2,1
272,3,0,27.0,0,2,11.1333,186,2,1
273,1,1,57.0,1,0,146.5208,54,0,0
274,2,1,60.0,1,1,39.0,186,2,0
275,1,1,36.0,0,0,40.125,0,0,0
276,3,0,1.0,0,2,15.7417,186,0,1
277,3,1,21.0,0,0,7.7333,186,1,0
278,1,0,26.0,1,0,136.7792,109,0,1
279,3,0,18.0,0,0,7.2292,186,0,1
280,3,0,-1.0,1,0,15.5,186,1,1
281,3,1,-1.0,0,0,56.4958,186,2,1
282,1,0,30.0,0,0,93.5,52,2,1
283,1,0,16.0,0,1,57.9792,24,0,1
284,3,1,45.0,0,0,8.05,186,2,1
285,2,0,42.0,0,0,13.0,186,2,1
286,2,0,29.0,1,0,26.0,186,2,0
287,3,1,19.0,0,0,0.0,186,2,0
288,3,1,24.0,0,0,8.05,186,2,0
289,2,0,48.0,0,2,36.75,186,2,1
290,2,0,40.0,0,0,15.75,186,2,1
291,1,1,33.0,0,0,5.0,45,2,0
292,1,1,30.0,1,0,57.75,102,0,1
293,3,0,-1.0,0,0,7.2292,186,0,1
294,1,1,53.0,1,1,81.8583,14,2,1
295,3,1,18.0,0,0,7.75,186,2,0
296,2,0,8.0,1,1,26.0,186,2,1
297,1,1,25.0,1,0,55.4417,165,0,1
298,3,0,-1.0,0,0,8.1125,186,2,0
299,3,1,-1.0,0,0,7.575,186,2,0
300,3,1,-1.0,0,0,7.775,186,2,0
301,3,1,-1.0,0,0,7.55,186,2,0
302,2,1,39.0,0,0,26.0,186,2,0
303,3,0,2.0,3,2,27.9,186,2,0
304,3,1,40.0,0,0,7.8958,186,2,0
305,1,1,25.0,0,0,26.0,186,0,0
306,2,1,59.0,0,0,13.5,186,2,0
307,2,1,18.0,0,0,13.0,186,2,0
308,3,1,33.0,0,0,8.05,186,2,0
309,3,1,44.0,0,0,7.925,186,2,1
310,3,1,-1.0,0,0,7.75,186,1,1
311,2,1,29.0,0,0,13.8583,186,0,1
312,2,0,42.0,1,0,26.0,186,2,1
313,2,1,30.0,1,1,26.0,186,2,0
314,2,0,24.0,1,2,65.0,186,2,1
315,3,1,26.0,1,2,20.575,186,2,0
316,3,1,30.0,0,0,8.05,186,2,0
317,2,1,26.0,0,0,13.0,180,2,0
318,1,1,56.0,0,0,35.5,10,0,1
319,1,0,59.0,2,0,51.4792,61,2,1
320,1,0,33.0,0,0,27.7208,1,0,1
321,1,0,38.0,1,0,71.2833,106,0,1
322,3,1,35.0,0,0,7.8958,186,2,0
323,1,0,19.0,1,0,91.0792,42,0,1
324,1,1,27.0,0,0,76.7292,141,0,1
325,1,1,36.0,0,0,26.3875,153,2,1
326,3,1,35.0,0,0,8.05,186,2,0
327,3,1,17.0,0,0,8.6625,186,2,0
328,3,1,22.0,0,0,7.5208,186,2,0
329,3,1,22.0,0,0,7.25,186,2,0
330,1,0,43.0,1,0,55.4417,68,0,1
331,1,1,40.0,0,0,31.0,12,0,1
332,2,1,27.0,0,0,26.0,186,2,0
333,1,1,29.0,0,0,30.0,144,2,0
334,3,1,45.0,0,0,6.975,186,2,0
335,2,1,49.0,1,2,65.0,186,2,0
336,1,0,48.0,1,1,79.2,39,0,1
337,2,0,27.0,0,0,10.5,148,2,1
338,3,0,27.0,0,1,12.475,150,2,1
339,1,0,17.0,1,0,57.0,26,2,1
340,3,0,-1.0,0,0,7.6292,186,1,0
341,2,1,-1.0,0,0,15.05,186,0,0
342,2,1,21.0,0,0,11.5,186,2,0
343,2,1,17.0,0,0,73.5,186,2,0
344,3,1,8.0,4,1,29.125,186,1,0
345,3,1,34.0,0,0,8.05,186,2,0
346,1,0,-1.0,0,0,110.8833,186,0,1
347,3,1,11.0,0,0,18.7875,186,0,0
348,3,0,23.0,0,0,8.05,186,2,1
349,1,1,36.0,1,2,120.0,60,2,1
350,1,0,44.0,0,1,57.9792,24,0,1
351,2,0,24.0,0,0,13.0,181,2,1
352,2,1,30.0,0,0,13.0,186,2,0
353,3,1,-1.0,0,0,8.4583,186,1,0
354,3,1,21.0,0,0,8.05,186,2,0
355,3,0,15.0,0,0,7.225,186,0,1
356,3,1,-1.0,0,0,7.75,186,1,0
357,1,1,0.9167,1,2,151.55,79,2,1
358,1,1,6.0,0,2,134.5,156,0,1
359,3,1,4.0,3,2,27.9,186,2,0
360,3,1,-1.0,0,0,7.225,186,0,0
361,3,0,17.0,4,2,7.925,186,2,1
362,2,1,37.0,1,0,26.0,186,2,0
363,3,1,9.0,4,2,31.3875,186,2,0
364,2,1,32.0,1,0,26.0,186,2,1
365,3,1,-1.0,0,0,7.8958,186,2,0
366,3,0,-1.0,0,0,8.05,186,2,0
367,1,0,63.0,1,0,221.7792,95,2,0
368,2,0,27.0,1,0,13.8583,186,0,1
369,2,1,23.0,0,0,10.5,186,2,0
370,3,1,22.0,0,0,7.125,186,2,0
371,2,0,26.0,0,0,13.5,186,2,1
372,3,1,32.0,0,0,56.4958,186,2,1
373,1,1,49.0,1,0,89.1042,112,0,1
374,1,0,52.0,1,0,78.2667,123,0,1
375,3,1,35.0,0,0,7.125,186,2,0
376,3,1,26.0,0,0,56.4958,186,2,1
377,3,1,45.5,0,0,7.225,186,0,0
378,2,1,-1.0,0,0,12.875,186,2,0
379,3,0,29.0,0,2,15.2458,186,0,1
380,2,0,1.0,1,2,41.5792,186,0,1
381,1,0,23.0,3,2,263.0,80,2,1
382,3,1,-1.0,8,2,69.55,186,2,0
383,3,1,-1.0,0,0,7.775,186,2,0
384,1,1,45.0,1,1,134.5,156,0,1
385,3,0,31.0,1,1,20.525,186,2,1
386,1,1,50.0,1,0,106.425,107,0,0
387,1,0,28.0,3,2,263.0,80,2,1
388,3,1,34.0,0,0,8.05,186,2,0
389,3,1,14.0,0,0,9.225,186,2,1
390,3,0,21.0,2,2,34.375,186,2,0
391,1,1,61.0,1,3,262.375,47,0,0
392,3,1,25.0,0,0,7.225,186,0,0
393,3,0,2.0,0,1,12.2875,186,2,1
394,2,1,42.0,0,0,13.0,186,2,0
395,1,1,-1.0,0,0,50.0,13,2,0
396,3,1,24.0,0,0,9.5,186,2,0
397,3,1,-1.0,0,0,7.05,186,2,0
398,1,1,-1.0,0,0,35.5,92,2,1
399,1,1,48.0,1,0,52.0,73,2,1
400,1,0,31.0,0,0,134.5,159,0,1
401,1,0,22.0,0,1,61.9792,34,0,1
402,1,0,37.0,1,0,90.0,102,1,1
403,1,1,56.0,0,0,26.55,186,2,0
404,1,0,63.0,1,0,77.9583,145,2,1
405,2,1,22.0,0,0,10.5,186,2,1
406,1,0,30.0,0,0,164.8667,100,2,1
407,3,1,27.0,0,0,7.8958,186,2,0
408,2,0,50.0,0,0,10.5,186,2,1
409,1,1,-1.0,0,0,27.7208,186,0,0
410,2,0,22.0,0,0,21.0,186,2,0
411,3,0,22.0,0,0,7.75,186,1,1
412,3,1,-1.0,1,0,16.1,186,2,0
413,2,0,36.0,0,3,39.0,183,2,1
414,3,0,63.0,0,0,9.5875,186,2,1
415,2,1,27.0,0,0,13.0,186,2,0
416,3,1,24.0,1,0,16.1,186,2,0
417,3,1,24.0,0,0,7.7958,186,2,0
418,3,1,33.0,1,1,20.525,186,2,0
419,2,1,2.0,1,1,26.0,180,2,1
420,1,1,37.0,1,1,83.1583,166,0,0
421,3,1,-1.0,0,0,8.05,186,2,0
422,3,1,40.0,1,6,46.9,186,2,0
423,2,0,34.0,0,0,13.0,186,2,1
424,3,1,31.0,0,0,7.75,186,1,0
425,2,1,27.0,1,0,26.0,186,2,0
426,3,0,21.0,1,0,9.825,186,2,0
427,3,1,9.0,1,1,15.9,186,2,1
428,1,1,65.0,0,0,26.55,158,2,0
429,3,1,65.0,0,0,7.75,186,1,0
430,3,0,27.0,0,0,7.925,186,2,1
431,1,1,-1.0,0,0,31.0,186,2,0
432,3,1,26.0,2,0,8.6625,186,2,0
433,3,1,23.0,1,0,13.9,186,2,0
434,3,1,-1.0,0,0,7.75,186,1,0
435,3,1,25.0,0,0,7.8958,186,2,0
436,1,0,41.0,0,0,134.5,160,0,1
437,3,1,23.0,0,0,7.7958,186,2,1
438,3,0,16.0,1,1,8.5167,186,0,1
439,3,0,31.0,0,0,8.6833,186,2,1
440,3,0,38.0,4,2,7.775,186,2,0
441,1,0,31.0,0,2,164.8667,100,2,1
442,3,1,26.0,0,0,18.7875,186,0,1
443,3,1,-1.0,0,0,8.05,186,2,0
444,3,1,43.0,0,0,6.45,186,2,0
445,3,0,43.0,1,6,46.9,186,2,0
446,1,1,52.0,1,1,79.65,170,2,0
447,3,1,33.0,0,0,7.775,186,2,0
448,3,0,-1.0,0,0,7.75,186,1,1
449,3,1,14.0,5,2,46.9,186,2,0
450,2,0,32.5,0,0,13.0,148,2,1
451,3,0,-1.0,8,2,69.55,186,2,0
452,3,0,24.0,1,0,15.85,186,2,1
453,3,0,-1.0,0,0,7.75,186,1,1
454,3,1,-1.0,0,0,7.2292,186,0,0
455,3,0,-1.0,1,0,14.4542,186,0,0
456,3,1,-1.0,0,0,7.55,186,2,0
457,3,1,21.0,0,0,7.8,186,2,0
458,3,0,38.0,1,5,31.3875,186,2,1
459,1,0,52.0,1,1,93.5,50,2,1
460,3,1,19.0,0,0,7.8958,186,2,0
461,3,1,30.0,0,0,7.225,186,0,0
462,1,1,38.0,0,1,153.4625,111,2,0
463,3,1,-1.0,0,0,7.8958,186,2,0
464,3,1,22.0,0,0,9.35,186,2,0
465,3,1,30.0,0,0,7.25,186,2,0
466,1,1,42.0,0,0,26.55,186,2,0
467,3,1,40.5,0,0,7.75,186,1,0
468,3,1,32.0,0,0,22.525,186,2,0
469,3,0,1.0,1,1,12.1833,186,2,0
470,3,1,13.0,0,2,20.25,186,2,0
471,1,1,24.0,1,0,60.0,83,2,0
472,2,1,24.0,0,0,13.0,186,2,0
473,1,0,33.0,0,0,86.5,53,2,1
474,2,1,19.0,0,0,10.5,186,2,0
475,3,1,-1.0,0,0,7.55,186,2,0
476,3,0,11.0,4,2,31.275,186,2,0
477,2,0,34.0,1,1,32.5,186,2,1
478,1,0,17.0,1,0,108.9,98,0,1
479,3,1,25.0,0,0,7.65,178,2,1
480,1,0,60.0,1,0,75.25,133,0,1
481,3,1,28.0,0,0,8.05,186,2,0
482,1,1,39.0,1,0,71.2833,106,0,0
483,2,0,2.0,1,1,26.0,186,2,1
484,3,1,-1.0,0,0,56.4958,186,2,0
485,1,0,21.0,2,2,262.375,47,0,1
486,3,1,-1.0,0,0,7.2292,186,0,0
487,1,1,28.0,0,0,47.1,186,2,0
488,2,0,30.0,1,0,13.8583,186,0,1
489,3,1,26.0,0,0,7.775,186,2,1
490,1,0,18.0,2,2,262.375,47,0,1
491,3,1,27.0,1,0,14.4542,186,0,0
492,3,1,21.0,0,0,7.8208,186,1,1
493,3,1,35.0,0,0,7.8958,186,0,0
494,3,1,29.0,0,0,7.925,186,2,0
495,3,1,17.0,2,0,8.05,186,2,0
496,1,0,23.0,1,0,82.2667,41,2,1
497,3,1,18.0,1,1,7.8542,186,2,0
498,3,1,13.0,4,2,31.3875,186,2,0
499,3,1,-1.0,0,0,7.2292,175,0,0
500,2,0,13.0,0,1,19.5,186,2,1
501,3,1,49.0,0,0,0.0,186,2,0
502,3,1,39.0,0,2,7.2292,186,0,0
503,1,1,36.0,0,0,75.2417,96,0,0
504,2,1,23.0,2,1,11.5,186,2,0
505,3,1,26.0,0,0,8.05,186,2,0
506,1,1,-1.0,0,0,26.55,71,2,0
507,3,1,-1.0,8,2,69.55,186,2,0
508,2,1,48.0,0,0,13.0,186,2,0
509,2,1,29.0,1,0,26.0,186,2,0
510,3,1,22.0,0,0,8.05,186,2,0
511,3,1,36.0,0,0,0.0,186,2,0
512,3,0,48.0,1,3,34.375,186,2,0
513,3,1,20.0,0,0,9.5,186,2,0
514,3,1,20.0,0,0,7.8542,186,2,0
515,3,0,30.0,0,0,12.475,186,2,1
516,3,0,4.0,0,2,22.025,186,2,1
517,1,0,36.0,0,0,135.6333,84,0,1
518,3,1,26.0,0,0,7.8958,186,2,0
519,3,1,20.0,1,1,15.7417,186,0,1
520,3,1,-1.0,0,0,6.8583,186,1,0
521,1,0,44.0,0,0,27.7208,38,0,1
522,3,0,16.0,0,0,7.75,186,1,1
523,3,0,1.0,1,1,11.1333,186,2,1
524,3,0,23.0,0,0,7.925,186,2,0
525,2,1,47.0,0,0,10.5,186,2,0
526,1,1,25.0,1,0,91.0792,42,0,1
527,2,1,32.0,0,0,13.0,186,2,0
528,2,1,47.0,0,0,15.0,186,2,0
529,1,1,57.0,1,1,164.8667,186,2,0
530,3,1,-1.0,0,0,8.05,186,2,0
531,1,0,39.0,0,0,211.3375,186,2,1
532,3,0,13.0,0,0,7.2292,186,0,1
533,2,1,23.0,0,0,10.5,186,2,0
534,2,1,21.0,1,0,11.5,186,2,0
535,1,0,35.0,1,0,57.75,81,0,1
536,3,0,39.0,0,5,29.125,186,1,0
537,3,1,21.0,0,0,7.925,186,2,0
538,3,1,26.0,0,0,7.775,186,2,0
539,1,0,22.0,0,2,49.5,37,0,1
540,3,0,-1.0,0,0,8.05,186,2,0
541,1,0,25.0,1,0,55.4417,165,0,1
542,3,1,-1.0,1,1,14.5,186,2,0
543,1,0,54.0,1,0,59.4,186,0,1
544,3,1,18.0,0,0,7.775,186,2,0
545,3,1,30.0,1,0,16.1,186,2,0
546,1,0,-1.0,0,1,55.0,155,2,1
547,2,0,45.0,0,0,13.5,186,2,1
548,3,1,16.0,0,0,8.05,186,2,0
549,3,1,20.0,0,0,7.925,186,2,1
550,1,0,23.0,1,0,113.275,132,0,1
551,1,1,-1.0,0,0,26.55,186,2,0
552,3,1,-1.0,0,0,8.7125,186,0,0
553,3,1,6.0,0,1,12.475,150,2,1
554,3,1,36.0,0,0,9.5,186,2,0
555,1,1,51.0,0,1,61.3792,186,0,0
556,3,1,32.0,0,0,7.8958,186,2,0
557,3,1,59.0,0,0,7.25,186,2,0
558,3,1,34.5,0,0,6.4375,186,0,0
559,1,0,64.0,0,2,83.1583,162,0,1
560,3,0,45.0,1,0,14.1083,186,2,1
561,3,1,28.0,0,0,7.8958,186,2,0
562,2,1,25.0,0,0,13.0,186,2,0
563,3,1,24.5,0,0,8.05,186,2,0
564,1,1,32.0,0,0,30.5,44,0,1
565,2,1,21.0,1,0,11.5,186,2,0
566,3,1,-1.0,0,0,7.225,186,0,0
567,2,0,45.0,0,2,30.0,186,2,1
