id,pclass,sex,age,sibsp,parch,fare,cabin,embarked,survived
916,3,1,35.0,0,0,8.05,0,2,0
88,3,1,29.0,0,0,9.4833,0,2,0
716,1,0,18.0,1,0,227.525,1,0,1
754,3,1,25.0,0,0,7.2292,1,0,1
497,3,1,18.0,1,1,7.8542,0,2,0
533,2,1,23.0,0,0,10.5,0,2,0
1139,1,1,47.0,0,0,52.0,1,2,0
678,2,1,-1.0,0,0,0.0,0,2,0
290,2,0,40.0,0,0,15.75,0,2,1
285,2,0,42.0,0,0,13.0,0,2,1
1157,2,1,23.0,1,0,10.5,0,2,0
1239,1,1,45.5,0,0,28.5,1,2,0
411,3,0,22.0,0,0,7.75,0,1,1
266,3,0,32.0,1,1,15.5,0,1,0
327,3,1,17.0,0,0,8.6625,0,2,0
339,1,0,17.0,1,0,57.0,1,2,1
59,3,1,70.5,0,0,7.75,0,1,0
1011,1,0,24.0,0,0,69.3,1,0,1
1235,1,0,62.0,0,0,80.0,1,3,1
1211,2,1,25.0,0,0,13.0,0,2,0
832,3,0,16.0,5,2,46.9,0,2,0
798,3,0,25.0,0,0,7.775,0,2,0
826,3,0,-1.0,0,0,7.75,0,1,1
333,1,1,29.0,0,0,30.0,1,2,0
598,2,1,28.0,0,0,13.5,0,2,0
422,3,1,40.0,1,6,46.9,0,2,0
553,3,1,6.0,0,1,12.475,1,2,1
667,3,1,22.0,0,0,7.2292,0,0,0
420,1,1,37.0,1,1,83.1583,1,0,0
398,1,1,-1.0,0,0,35.5,1,2,1
374,1,0,52.0,1,0,78.2667,1,0,1
778,3,0,20.0,1,0,9.825,0,2,0
1068,1,0,42.0,0,0,227.525,0,0,1
328,3,1,22.0,0,0,7.5208,0,2,0
1187,3,1,-1.0,0,0,7.725,0,1,0
318,1,1,56.0,0,0,35.5,1,0,1
1000,3,1,-1.0,0,0,56.4958,0,2,1
83,3,1,-1.0,1,1,22.3583,0,0,1
129,3,1,-1.0,0,0,15.1,0,2,0
736,3,1,-1.0,0,0,7.25,0,2,0
462,1,1,38.0,0,1,153.4625,1,2,0
171,1,1,27.0,0,2,211.5,1,0,0
558,3,1,34.5,0,0,6.4375,0,0,0
260,3,1,25.0,0,0,7.25,0,2,0
1161,1,1,33.0,0,0,26.55,0,2,0
1268,1,1,27.0,0,0,30.5,0,2,1
1078,3,1,33.0,0,0,7.8958,0,2,0
660,3,0,10.0,0,2,24.15,0,2,0
332,2,1,27.0,0,0,26.0,0,2,0
355,3,0,15.0,0,0,7.225,0,0,1
138,3,1,-1.0,0,0,7.7333,0,1,0
292,1,1,30.0,1,0,57.75,1,0,1
1065,3,1,-1.0,0,0,7.75,0,1,0
588,3,1,20.0,0,0,9.8458,0,2,0
141,3,1,24.0,0,0,7.05,0,2,0
649,2,0,24.0,0,0,13.0,0,2,0
918,2,1,18.5,0,0,13.0,1,2,0
522,3,0,16.0,0,0,7.75,0,1,1
139,1,1,31.0,0,0,28.5375,1,0,1
614,3,1,21.0,0,0,7.925,0,2,0
1001,3,1,41.0,0,0,7.85,0,2,0
224,3,1,38.0,0,0,7.05,0,2,0
461,3,1,30.0,0,0,7.225,0,0,0
274,2,1,60.0,1,1,39.0,0,2,0
323,1,0,19.0,1,0,91.0792,1,0,1
1167,1,1,24.0,0,1,247.5208,1,0,0
325,1,1,36.0,0,0,26.3875,1,2,1
919,1,1,23.0,0,1,63.3583,1,0,1
532,3,0,13.0,0,0,7.2292,0,0,1
1159,2,0,34.0,0,0,10.5,1,2,1
513,3,1,20.0,0,0,9.5,0,2,0
1214,3,0,22.0,0,0,7.25,0,2,1
677,3,0,-1.0,2,0,23.25,0,1,1
534,2,1,21.0,1,0,11.5,0,2,0
1174,3,1,17.0,0,0,8.6625,0,2,0
864,3,1,29.0,0,0,7.8542,0,2,0
895,3,1,-1.0,0,0,8.05,0,2,0
813,1,0,54.0,1,1,81.8583,1,2,1
745,3,1,12.0,1,0,11.2417,0,0,1
1030,1,1,17.0,0,2,110.8833,1,0,1
1072,3,1,34.0,0,0,6.4958,0,2,0
425,2,1,27.0,1,0,26.0,0,2,0
846,3,1,22.0,0,0,7.225,0,0,1
1245,1,1,61.0,0,0,32.3208,1,2,0
321,1,0,38.0,1,0,71.2833,1,0,1
847,3,1,50.0,0,0,8.05,0,2,0
989,2,1,34.0,0,0,13.0,1,2,1
654,1,1,53.0,0,0,28.5,1,0,1
1003,2,1,43.0,1,1,26.25,0,2,0
433,3,1,23.0,1,0,13.9,0,2,0
39,3,1,-1.0,0,0,7.8958,0,0,0
30,3,0,-1.0,0,0,7.7208,0,1,1
242,3,1,19.0,0,0,6.75,0,1,0
796,3,0,-1.0,0,0,7.7792,0,1,1
906,3,1,32.0,0,0,7.8542,0,2,1
136,1,1,45.0,0,0,26.55,1,2,0
310,3,1,-1.0,0,0,7.75,0,1,1
1092,1,0,35.0,0,0,512.3292,0,0,1
852,1,0,27.0,1,1,247.5208,1,0,1
442,3,1,26.0,0,0,18.7875,0,0,1
1156,3,1,18.0,2,2,34.375,0,2,0
1299,3,1,21.0,0,0,7.225,0,0,0
783,3,1,28.0,0,0,9.5,0,2,0
3,1,1,35.0,0,0,26.55,0,0,1
111,1,1,48.0,0,0,26.55,1,2,1
715,1,0,16.0,0,0,86.5,1,2,1
1246,2,0,18.0,0,2,13.0,0,2,1
814,2,1,30.0,0,0,12.7375,0,0,1
978,1,0,35.0,0,0,135.6333,1,2,1
885,3,1,27.0,0,0,8.6625,0,2,1
376,3,1,26.0,0,0,56.4958,0,2,1
578,1,1,50.0,1,1,211.5,1,0,0
494,3,1,29.0,0,0,7.925,0,2,0
314,2,0,24.0,1,2,65.0,0,2,1
1098,1,0,76.0,1,0,78.85,1,2,1
319,1,0,59.0,2,0,51.4792,1,2,1
621,1,1,43.0,1,0,27.7208,1,0,1
554,3,1,36.0,0,0,9.5,0,2,0
5,3,1,-1.0,0,0,7.75,0,1,1
100,2,1,32.0,0,0,13.5,0,2,0
424,3,1,31.0,0,0,7.75,0,1,0
756,1,1,52.0,0,0,30.5,1,2,1
605,3,1,24.0,0,0,7.8958,0,2,0
583,1,0,60.0,0,0,76.2917,1,0,1
807,2,1,27.0,0,0,13.0,0,2,0
423,2,0,34.0,0,0,13.0,0,2,1
966,1,1,-1.0,0,0,39.6,0,2,1
451,3,0,-1.0,8,2,69.55,0,2,0
932,3,1,-1.0,0,0,7.75,0,1,0
453,3,0,-1.0,0,0,7.75,0,1,1
227,1,1,64.0,1,4,263.0,1,2,0
486,3,1,-1.0,0,0,7.2292,0,0,0
1080,2,1,33.0,0,0,12.275,0,2,0
862,1,1,58.0,0,0,29.7,1,0,0
529,1,1,57.0,1,1,164.8667,0,2,0
66,3,1,-1.0,0,0,7.8958,0,2,0
811,2,1,25.0,1,2,41.5792,0,0,0
67,3,1,51.0,0,0,8.05,0,2,0
464,3,1,22.0,0,0,9.35,0,2,0
211,3,1,26.5,0,0,7.225,0,0,0
12,3,1,29.0,0,0,7.75,0,1,1
828,3,1,40.0,1,4,27.9,0,2,0
1133,3,0,9.0,2,2,34.375,0,2,0
299,3,1,-1.0,0,0,7.575,0,2,0
548,3,1,16.0,0,0,8.05,0,2,0
901,3,0,-1.0,0,0,7.75,0,1,0
1175,3,1,-1.0,0,0,7.75,0,1,0
792,3,1,60.5,0,0,-1.0,0,2,0
682,3,1,17.0,0,0,7.8958,0,2,0
707,3,0,-1.0,0,0,7.7333,0,1,1
1241,3,1,19.0,0,0,8.05,0,2,1
722,1,0,58.0,0,1,512.3292,1,0,1
628,1,1,48.0,1,0,76.7292,1,0,1
1110,1,1,46.0,0,0,75.2417,1,0,0
809,3,0,3.0,3,1,21.075,0,2,0
1222,3,1,28.5,0,0,16.1,0,2,0
1249,2,0,57.0,0,0,10.5,1,2,0
1142,1,1,27.0,1,0,53.1,1,2,1
1132,3,1,42.0,0,0,7.55,0,2,0
273,1,1,57.0,1,0,146.5208,1,0,0
542,3,1,-1.0,1,1,14.5,0,2,0
362,2,1,37.0,1,0,26.0,0,2,0
237,1,0,50.0,0,1,247.5208,1,0,1
1199,3,1,0.4167,0,1,8.5167,0,0,1
638,2,1,1.0,0,2,37.0042,0,0,1
2,3,1,-1.0,0,0,7.775,0,2,1
6,3,1,21.0,0,0,7.8542,0,2,0
370,3,1,22.0,0,0,7.125,0,2,0
311,2,1,29.0,0,0,13.8583,0,0,1
1124,3,0,27.0,1,0,7.925,0,2,0
643,2,1,54.0,0,0,26.0,0,2,0
590,3,1,36.0,1,1,24.15,0,2,0
724,1,1,31.0,1,0,57.0,1,2,1
1291,3,1,29.0,0,0,7.875,0,2,0
215,1,1,45.0,0,0,35.5,1,2,0
666,2,1,44.0,1,0,26.0,0,2,0
673,3,1,-1.0,0,0,7.8958,0,0,0
27,1,0,16.0,0,1,39.4,1,2,1
890,3,1,36.0,0,0,7.4958,0,2,0
1261,3,0,24.0,0,0,7.75,0,1,1
1220,2,0,30.0,0,0,12.35,0,1,1
739,1,0,55.0,0,0,135.6333,1,0,1
931,2,0,21.0,0,0,10.5,0,2,1
909,2,0,20.0,1,0,26.0,0,2,1
579,3,1,25.0,0,0,7.8958,0,2,0
874,3,0,24.0,0,0,8.85,0,2,0
701,3,1,18.5,0,0,7.2292,0,0,0
354,3,1,21.0,0,0,8.05,0,2,0
1146,3,1,20.0,0,0,7.8542,0,2,0
911,3,1,-1.0,0,0,7.225,0,0,0
256,1,0,24.0,0,0,83.1583,1,0,1
25,2,1,19.0,0,0,10.5,0,2,1
336,1,0,48.0,1,1,79.2,1,0,1
47,3,0,9.0,1,1,15.2458,0,0,0
106,2,0,50.0,0,1,26.0,0,2,1
1079,3,1,-1.0,0,0,7.7292,0,1,0
55,1,0,35.0,1,0,53.1,1,2,1
1105,1,1,51.0,0,0,26.55,1,2,1
213,3,0,-1.0,8,2,69.55,0,2,0
120,2,1,-1.0,0,0,13.0,0,2,1
945,1,0,-1.0,1,0,146.5208,1,0,1
566,3,1,-1.0,0,0,7.225,0,0,0
72,2,1,0.6667,1,1,14.5,0,2,1
602,3,1,24.0,0,0,8.6625,0,2,0
45,2,0,0.9167,1,2,27.75,0,2,1
937,1,1,-1.0,0,0,29.7,1,0,1
523,3,0,1.0,1,1,11.1333,0,2,1
668,3,1,2.0,3,1,21.075,0,2,0
803,1,1,30.0,0,0,45.5,0,2,0
849,3,1,22.0,0,0,7.25,0,2,0
465,3,1,30.0,0,0,7.25,0,2,0
629,3,1,-1.0,0,0,7.2292,0,0,0
1119,1,1,-1.0,0,0,26.0,0,2,1
599,3,1,29.0,3,1,22.025,0,2,1
60,1,0,50.0,0,0,28.7125,1,0,0
92,1,1,62.0,0,0,26.55,1,2,0
1165,3,0,30.0,1,1,24.15,0,2,0
194,3,1,-1.0,0,0,7.8958,0,2,0
280,3,0,-1.0,1,0,15.5,0,1,1
359,3,1,4.0,3,2,27.9,0,2,0
519,3,1,20.0,1,1,15.7417,0,0,1
1090,3,1,28.0,0,0,7.7958,0,2,0
947,3,1,39.0,1,5,31.275,0,2,0
182,3,1,44.0,0,0,8.05,0,2,0
110,3,1,26.0,0,0,7.8875,0,2,0
842,3,0,-1.0,0,2,15.2458,0,0,0
706,1,1,24.0,1,0,82.2667,1,2,1
204,2,1,32.0,2,0,73.5,0,2,0
1273,3,1,29.0,0,0,7.8958,0,0,1
965,2,1,30.0,1,0,21.0,0,2,0
545,3,1,30.0,1,0,16.1,0,2,0
1306,3,0,45.0,0,1,14.4542,0,0,0
855,2,0,36.0,1,0,26.0,0,2,1
721,1,1,13.0,2,2,262.375,1,0,1
581,3,1,-1.0,0,0,7.25,0,2,0
183,1,1,54.0,0,0,51.8625,1,2,0
137,2,1,70.0,0,0,10.5,0,2,0
1127,2,0,31.0,1,1,26.25,0,2,1
80,2,1,25.0,1,0,26.0,0,2,0
946,1,0,47.0,1,0,61.175,1,2,1
541,1,0,25.0,1,0,55.4417,1,0,1
570,2,0,25.0,1,1,30.0,0,2,1
480,1,0,60.0,1,0,75.25,1,0,1
165,3,0,22.0,2,0,8.6625,0,2,0
248,2,0,4.0,1,1,23.0,0,2,1
307,2,1,18.0,0,0,13.0,0,2,0
910,3,1,20.0,0,0,7.05,0,2,0
575,3,0,10.0,5,2,46.9,0,2,0
334,3,1,45.0,0,0,6.975,0,2,0
97,2,0,31.0,0,0,21.0,0,2,1
1089,3,1,-1.0,0,0,8.05,0,2,0
908,1,1,67.0,1,0,221.7792,1,2,0
1027,3,1,25.0,0,0,9.5,0,2,1
1005,3,1,-1.0,0,0,7.8958,0,2,0
1149,1,1,55.0,0,0,50.0,1,2,0
1169,3,1,-1.0,0,0,6.95,0,1,0
676,3,0,22.0,0,0,7.725,0,1,1
1287,3,1,2.0,4,1,39.6875,0,2,0
302,2,1,39.0,0,0,26.0,0,2,0
1074,3,0,18.0,0,0,7.8792,0,1,0
388,3,1,34.0,0,0,8.05,0,2,0
235,1,1,-1.0,0,0,0.0,0,2,0
969,2,1,44.0,0,0,13.0,0,2,0
848,3,0,19.0,0,0,7.8792,0,1,1
305,1,1,25.0,0,0,26.0,0,0,0
1010,3,1,26.0,0,0,7.8958,0,2,0
1062,3,1,18.0,0,0,8.6625,0,2,0
249,1,0,21.0,0,0,77.9583,1,2,1
904,3,1,43.0,0,0,7.8958,0,2,0
887,1,0,40.0,1,1,134.5,1,0,1
71,3,1,-1.0,0,0,7.75,0,1,0
94,2,1,30.0,0,0,10.5,0,2,0
650,3,0,28.0,0,0,7.8958,0,2,0
33,3,1,28.0,0,0,56.4958,0,2,0
917,3,1,51.0,0,0,7.75,0,2,0
448,3,0,-1.0,0,0,7.75,0,1,1
445,3,0,43.0,1,6,46.9,0,2,0
984,1,1,28.0,1,0,82.1708,0,0,0
695,1,0,18.0,0,2,79.65,1,2,1
1178,2,0,12.0,2,1,39.0,1,2,1
77,2,1,27.0,0,0,15.0333,0,0,0
84,1,1,26.0,0,0,30.0,1,0,1
1192,2,0,28.0,0,0,12.65,0,2,1
82,3,1,17.0,0,0,8.6625,0,2,0
457,3,1,21.0,0,0,7.8,0,2,0
1121,1,1,-1.0,0,0,25.7417,0,0,1
881,3,0,17.0,0,0,7.7333,0,1,0
436,1,0,41.0,0,0,134.5,1,0,1
940,2,0,54.0,1,3,23.0,0,2,1
1047,3,0,1.0,1,1,16.7,1,2,1
404,1,0,63.0,1,0,77.9583,1,2,1
1141,1,1,50.0,1,0,55.9,1,2,0
720,2,1,57.0,0,0,13.0,0,2,0
868,3,1,-1.0,0,0,7.8958,0,2,0
104,3,0,-1.0,0,2,15.2458,0,0,1
609,3,1,39.0,0,0,7.925,0,2,1
1022,3,1,44.0,0,0,8.05,0,2,0
718,2,1,62.0,0,0,9.6875,0,1,0
62,3,0,26.0,1,1,22.025,0,2,1
281,3,1,-1.0,0,0,56.4958,0,2,1
1024,3,1,22.0,0,0,7.7958,0,2,0
238,3,1,-1.0,1,0,14.4542,0,0,0
223,2,0,22.0,1,1,29.0,0,2,1
145,2,1,32.0,0,0,10.5,0,2,0
1221,3,1,1.0,4,1,39.6875,0,2,0
373,1,1,49.0,1,0,89.1042,1,0,1
118,3,0,0.75,2,1,19.2583,0,0,1
962,2,1,29.0,0,0,10.5,0,2,0
250,3,0,37.0,0,0,9.5875,0,2,0
1260,1,0,55.0,2,0,25.7,1,2,1
9,3,1,22.5,0,0,7.225,0,0,0
449,3,1,14.0,5,2,46.9,0,2,0
255,2,0,-1.0,0,0,12.35,1,1,1
593,2,1,14.0,0,0,65.0,0,2,0
389,3,1,14.0,0,0,9.225,0,2,1
741,2,1,24.0,0,0,13.5,0,2,0
1163,2,0,6.0,0,1,33.0,0,2,1
557,3,1,59.0,0,0,7.25,0,2,0
460,3,1,19.0,0,0,7.8958,0,2,0
1205,3,1,31.0,0,0,7.7333,0,1,0
144,3,1,25.0,0,0,7.7417,0,1,0
501,3,1,49.0,0,0,0.0,0,2,0
1208,1,0,35.0,0,0,211.5,1,0,1
539,1,0,22.0,0,2,49.5,1,0,1
177,3,1,20.0,0,0,9.225,0,2,0
1262,3,1,27.0,0,0,7.8958,0,2,0
1270,1,1,44.0,2,0,90.0,1,1,0
941,1,1,-1.0,0,0,26.55,1,2,0
693,1,1,45.0,0,0,29.7,1,0,1
1302,3,1,-1.0,0,0,8.05,0,2,0
7,1,1,42.0,1,0,52.0,0,2,0
802,2,0,25.0,0,1,26.0,0,2,1
1009,3,1,-1.0,0,0,7.8958,0,2,0
357,1,1,0.9167,1,2,151.55,1,2,1
329,3,1,22.0,0,0,7.25,0,2,0
838,3,1,-1.0,0,0,8.6625,0,2,0
993,3,0,5.0,2,1,19.2583,0,0,1
903,3,1,20.0,0,0,7.225,0,0,0
258,2,0,14.0,1,0,30.0708,0,0,1
1032,3,1,32.5,0,0,9.5,0,2,0
372,3,1,32.0,0,0,56.4958,0,2,1
925,1,0,55.0,0,0,27.7208,0,0,1
713,3,1,20.0,0,0,7.925,0,2,0
1039,1,0,36.0,0,2,71.0,1,2,1
525,2,1,47.0,0,0,10.5,0,2,0
974,1,1,70.0,1,1,71.0,1,2,0
780,3,0,14.0,1,0,11.2417,0,0,1
914,3,1,-1.0,0,0,8.05,0,2,0
1244,1,1,60.0,1,1,79.2,1,0,1
440,3,0,38.0,4,2,7.775,0,2,0
531,1,0,39.0,0,0,211.3375,0,2,1
1112,1,1,30.0,1,2,151.55,1,2,0
226,3,1,-1.0,0,0,7.8958,0,2,0
812,1,1,71.0,0,0,49.5042,0,0,0
228,3,1,32.0,0,0,7.75,0,1,0
1150,3,1,6.0,1,1,15.2458,0,0,0
212,2,1,36.0,1,2,27.75,0,2,0
79,3,1,29.0,0,0,7.775,0,2,0
148,2,1,34.0,1,0,21.0,0,2,0
704,1,1,-1.0,0,0,221.7792,1,2,0
671,2,0,12.0,0,0,15.75,0,2,1
843,1,0,45.0,1,1,164.8667,0,2,1
700,1,0,-1.0,1,0,52.0,1,2,1
133,1,0,22.0,0,1,55.0,1,2,1
934,3,1,14.5,8,2,69.55,0,2,0
408,2,0,50.0,0,0,10.5,0,2,1
1172,3,1,-1.0,3,1,25.4667,0,2,0
507,3,1,-1.0,8,2,69.55,0,2,0
1183,2,0,29.0,1,0,26.0,0,2,1
504,2,1,23.0,2,1,11.5,0,2,0
875,1,0,-1.0,1,0,133.65,0,2,1
347,3,1,11.0,0,0,18.7875,0,0,0
386,1,1,50.0,1,0,106.425,1,0,0
0,1,0,-1.0,0,0,31.6833,0,2,1
360,3,1,-1.0,0,0,7.225,0,0,0
1237,3,1,-1.0,0,0,7.75,0,1,0
475,3,1,-1.0,0,0,7.55,0,2,0
1122,3,0,-1.0,2,0,23.25,0,1,1
1035,3,1,42.0,0,0,7.65,1,2,0
921,3,1,26.0,0,0,7.8958,0,2,0
898,3,0,18.0,0,1,9.35,0,2,1
737,3,1,-1.0,1,0,24.15,0,1,0
172,3,1,-1.0,1,0,19.9667,0,2,0
450,2,0,32.5,0,0,13.0,1,2,1
125,3,1,9.0,0,2,20.525,0,2,1
759,2,1,31.0,0,0,13.0,0,2,1
530,3,1,-1.0,0,0,8.05,0,2,0
90,3,0,19.0,1,1,15.7417,0,0,1
1265,2,1,34.0,1,0,26.0,0,2,0
181,2,1,23.0,0,0,13.0,0,2,0
781,1,0,33.0,0,0,151.55,0,2,1
414,3,0,63.0,0,0,9.5875,0,2,1
251,1,1,80.0,0,0,30.0,1,2,1
69,3,1,-1.0,8,2,69.55,0,2,0
131,3,1,17.0,1,0,7.0542,0,2,0
300,3,1,-1.0,0,0,7.775,0,2,0
793,3,1,-1.0,0,0,8.05,0,2,0
326,3,1,35.0,0,0,8.05,0,2,0
1279,2,1,62.0,0,0,10.5,0,2,1
943,2,1,42.0,1,0,27.0,0,2,0
499,3,1,-1.0,0,0,7.2292,1,0,0
788,2,0,21.0,0,1,21.0,0,2,1
364,2,1,32.0,1,0,26.0,0,2,1
495,3,1,17.0,2,0,8.05,0,2,0
1218,3,1,-1.0,1,0,6.4375,0,0,0
338,3,0,27.0,0,1,12.475,1,2,1
421,3,1,-1.0,0,0,8.05,0,2,0
164,3,1,18.0,0,0,7.75,0,2,0
28,2,1,42.0,0,0,13.0,0,2,0
516,3,0,4.0,0,2,22.025,0,2,1
193,3,1,-1.0,0,0,7.8958,0,2,0
752,3,0,36.0,1,0,17.4,0,2,1
930,2,1,39.0,0,0,13.0,0,2,0
169,3,1,21.0,0,0,7.775,0,2,0
844,3,1,39.0,0,1,13.4167,0,0,1
652,3,1,23.0,0,0,9.225,0,2,0
173,3,1,-1.0,0,0,7.75,0,1,0
518,3,1,26.0,0,0,7.8958,0,2,0
1224,2,0,38.0,0,0,13.0,0,2,0
1137,3,0,18.5,0,0,7.2833,0,1,0
491,3,1,27.0,1,0,14.4542,0,0,0
73,2,1,25.0,0,0,10.5,0,2,0
1096,1,1,-1.0,0,0,35.0,1,2,0
587,1,1,-1.0,0,0,51.8625,1,2,0
657,2,1,38.0,1,0,21.0,0,2,0
234,3,1,25.0,1,0,7.775,0,2,0
732,2,1,8.0,1,1,36.75,0,2,1
214,3,0,0.75,2,1,19.2583,0,0,1
162,3,1,-1.0,0,0,7.3125,0,2,0
132,2,1,-1.0,0,0,10.7083,0,1,0
926,3,0,-1.0,1,0,16.1,0,2,1
873,3,0,17.0,0,0,14.4583,0,0,0
1140,3,1,-1.0,0,0,8.05,0,2,0
185,1,0,40.0,0,0,153.4625,1,2,1
41,3,1,20.5,0,0,7.25,0,2,0
692,2,1,34.0,0,0,13.0,0,2,0
108,3,1,-1.0,0,0,7.225,0,0,0
1209,1,1,36.0,0,0,26.2875,1,2,1
568,3,1,74.0,0,0,7.775,0,2,0
770,3,1,24.0,0,0,9.325,0,2,0
1170,3,0,39.0,1,5,31.275,0,2,0
1258,3,1,-1.0,0,0,8.05,0,2,0
483,2,0,2.0,1,1,26.0,0,2,1
468,3,1,32.0,0,0,22.525,0,2,0
24,3,1,22.0,0,0,8.05,0,2,0
970,3,0,-1.0,0,0,7.8792,0,1,1
806,1,0,-1.0,1,0,82.1708,0,0,1
1257,1,1,42.0,0,0,26.2875,1,2,1
1107,1,0,38.0,0,0,227.525,1,0,1
366,3,0,-1.0,0,0,8.05,0,2,0
1006,3,1,19.0,0,0,7.65,1,2,0
1151,2,0,26.0,1,1,26.0,0,2,0
383,3,1,-1.0,0,0,7.775,0,2,0
734,3,1,3.0,4,2,31.3875,0,2,1
717,3,1,30.0,0,0,8.05,0,2,0
454,3,1,-1.0,0,0,7.2292,0,0,0
264,3,0,22.0,0,0,7.75,0,2,1
905,3,1,-1.0,0,0,7.75,0,1,0
232,3,1,32.0,0,0,7.775,0,2,1
444,3,1,43.0,0,0,6.45,0,2,0
395,1,1,-1.0,0,0,50.0,1,2,0
886,2,1,26.0,0,0,13.0,0,2,0
176,3,0,22.0,0,0,8.9625,0,2,1
18,2,1,36.0,0,0,10.5,0,2,0
1147,3,0,17.0,0,1,16.1,0,2,1
839,2,0,24.0,2,1,27.0,0,2,1
1277,3,1,28.0,0,0,9.5,0,2,0
1053,2,0,36.0,0,0,13.0,1,2,1
595,3,1,21.0,0,0,7.25,0,2,0
61,1,0,58.0,0,0,26.55,1,2,1
272,3,0,27.0,0,2,11.1333,0,2,1
1229,1,1,62.0,0,0,26.55,0,2,0
278,1,0,26.0,1,0,136.7792,1,0,1
1008,3,1,19.0,0,0,7.8958,0,2,0
694,3,0,18.0,0,0,6.75,0,1,0
368,2,0,27.0,1,0,13.8583,0,0,1
1204,2,1,29.0,1,0,27.7208,0,0,0
36,3,1,19.0,0,0,7.775,0,2,0
735,3,1,18.0,0,0,8.05,0,2,1
1036,2,1,16.0,0,0,10.5,0,2,0
662,1,1,21.0,0,1,61.3792,0,0,1
1282,3,1,17.0,0,0,7.125,0,2,0
922,3,1,-1.0,0,0,7.8958,0,2,0
547,2,0,45.0,0,0,13.5,0,2,1
1046,3,0,-1.0,1,0,15.5,0,1,1
688,2,0,-1.0,0,0,21.0,0,2,0
738,3,0,-1.0,0,0,8.1375,0,1,0
191,1,1,-1.0,0,0,30.5,1,2,1
456,3,1,-1.0,0,0,7.55,0,2,0
393,3,0,2.0,0,1,12.2875,0,2,1
675,3,0,18.0,2,0,18.0,0,2,0
760,1,0,36.0,1,2,120.0,1,2,1
1288,1,0,14.0,1,2,120.0,1,2,1
728,2,1,57.0,0,0,12.35,0,1,0
419,2,1,2.0,1,1,26.0,1,2,1
375,3,1,35.0,0,0,7.125,0,2,0
412,3,1,-1.0,1,0,16.1,0,2,0
74,2,1,36.0,0,0,13.0,0,2,0
1225,3,0,21.0,0,0,8.6625,0,2,0
1029,3,1,27.0,0,0,7.7958,0,2,1
500,2,0,13.0,0,1,19.5,0,2,1
1194,1,1,49.0,0,0,26.0,0,2,0
